"DATE","Price","NAV","Futures","ROLL","BEFORE_ROLL","AFTER_ROLL"
"7/2/2019",11.7,11.6735,56.25,0,0,0
"7/1/2019",12.28,12.2622,59.09,0,0,0
"6/28/2019",12.04,12.1328,58.47,0,0,0
"6/27/2019",12.29,12.3304,59.43,0,0,0
"6/26/2019",12.29,12.3194,59.38,0,0,0
"6/25/2019",12,11.9973,57.83,0,0,0
"6/24/2019",12.01,12.0113,57.9,0,0,0
"6/21/2019",11.97,11.9121,57.43,0,0,0
"6/20/2019",11.85,11.8369,57.07,0,0,0
"6/19/2019",11.33,11.1934,53.97,0,0,0
"6/18/2019",11.25,11.2219,54.11,0,0,0
"6/17/2019",10.81,10.8191,52.17,0,0,0
"6/14/2019",10.94,10.9419,52.77,0,0,0
"6/13/2019",10.88,10.8937,52.54,0,0,0
"6/12/2019",10.64,10.6506,51.37,0,0,1
"6/11/2019",11.11,11.0963,53.52,1,,
"6/5/2019",10.77,10.7521,51.68,0,1,0
"6/4/2019",11.16,11.126,53.48,0,0,0
"6/3/2019",10.99,11.0777,53.25,0,0,0
"5/31/2019",11.1,11.128,53.5,0,0,0
"5/30/2019",11.76,11.7701,56.59,0,0,0
"5/29/2019",12.24,12.2312,58.81,0,0,0
"5/28/2019",12.23,12.2992,59.14,0,0,0
"5/24/2019",12.23,12.1909,58.63,0,0,0
"5/23/2019",12.09,12.0407,57.91,0,0,0
"5/22/2019",12.74,12.7699,61.42,0,0,0
"5/21/2019",13.13,13.1247,63.13,0,0,0
"5/20/2019",13.15,13.1407,63.21,0,0,0
"5/17/2019",13.08,13.0785,62.92,0,0,0
"5/16/2019",13.14,13.107,63.06,0,0,0
"5/15/2019",12.97,12.936,62.24,0,0,0
"5/14/2019",12.87,12.8771,61.96,0,0,0
"5/13/2019",12.68,12.7206,61.21,0,0,1
"5/10/2019",12.84,12.8417,61.8,1,,
"5/6/2019",13.07,12.9577,62.25,0,1,0
"5/3/2019",12.87,12.8913,61.94,0,0,0
"5/2/2019",12.82,12.8636,61.81,0,0,0
"5/1/2019",13.22,13.2354,63.6,0,0,0
"4/30/2019",13.29,13.2993,63.91,0,0,0
"4/29/2019",13.23,13.2133,63.5,0,0,0
"4/26/2019",13.09,13.1699,63.3,0,0,0
"4/25/2019",13.53,13.5666,65.21,0,0,0
"4/24/2019",13.68,13.7074,65.89,0,0,0
"4/23/2019",13.79,13.792,66.3,0,0,0
"4/22/2019",13.67,13.6353,65.55,0,0,0
"4/18/2019",13.32,13.3248,64.07,0,0,0
"4/17/2019",13.28,13.2825,63.87,0,0,0
"4/16/2019",13.37,13.3484,64.19,0,0,0
"4/15/2019",13.24,13.2167,63.56,0,0,0
"4/12/2019",13.3,13.3105,64.02,0,0,1
"4/11/2019",13.27,13.2374,63.67,1,,
"4/5/2019",13.15,13.1141,63.08,0,1,0
"4/4/2019",12.92,12.9097,62.1,0,0,0
"4/3/2019",12.99,12.9838,62.46,0,0,0
"4/2/2019",13.01,13.0081,62.58,0,0,0
"4/1/2019",12.82,12.8016,61.59,0,0,0
"3/29/2019",12.5,12.4996,60.14,0,0,0
"3/28/2019",12.35,12.3231,59.3,0,0,0
"3/27/2019",12.34,12.3454,59.41,0,0,0
"3/26/2019",12.47,12.4549,59.94,0,0,0
"3/25/2019",12.25,12.2215,58.82,0,0,0
"3/22/2019",12.23,12.2654,59.04,0,0,0
"3/21/2019",12.44,12.4601,59.98,0,0,0
"3/20/2019",12.5,12.5114,60.23,0,0,0
"3/19/2019",12.28,12.3156,59.29,0,0,0
"3/18/2019",12.31,12.3337,59.38,0,0,0
"3/15/2019",12.2,12.2156,58.82,0,0,0
"3/14/2019",12.22,12.2336,58.91,0,0,0
"3/13/2019",12.19,12.1666,58.59,0,0,0
"3/12/2019",11.89,11.8774,57.2,0,0,1
"3/11/2019",11.86,11.8605,57.12,1,,
"3/5/2019",11.82,11.8177,56.56,0,1,0
"3/4/2019",11.8,11.8235,56.59,0,0,0
"3/1/2019",11.66,11.6567,55.8,0,0,0
"2/28/2019",11.95,11.9527,57.22,0,0,0
"2/27/2019",11.89,11.8937,56.94,0,0,0
"2/26/2019",11.63,11.5923,55.5,0,0,0
"2/25/2019",11.57,11.5875,55.48,0,0,0
"2/22/2019",11.95,11.9576,57.26,0,0,0
"2/21/2019",11.88,11.8945,56.96,0,0,0
"2/20/2019",11.93,11.9357,57.16,0,0,0
"2/19/2019",11.78,11.7869,56.45,0,0,0
"2/15/2019",11.71,11.6866,55.98,0,0,0
"2/14/2019",11.48,11.4376,54.79,0,0,0
"2/13/2019",11.34,11.3368,54.31,0,0,0
"2/12/2019",11.16,11.1607,53.47,0,0,1
"2/11/2019",11.01,11.0166,52.78,1,,
"2/5/2019",11.29,11.2737,53.66,0,1,0
"2/4/2019",11.5,11.4621,54.56,0,0,0
"2/1/2019",11.63,11.6075,55.26,0,0,0
"1/31/2019",11.35,11.2982,53.79,0,0,0
"1/30/2019",11.4,11.39,54.23,0,0,0
"1/29/2019",11.16,11.1963,53.31,0,0,0
"1/28/2019",10.95,10.9185,51.99,0,0,0
"1/25/2019",11.25,11.2739,53.69,0,0,0
"1/24/2019",11.17,11.1558,53.13,0,0,0
"1/23/2019",11.05,11.0482,52.62,0,0,0
"1/22/2019",11.12,11.1295,53.01,0,0,0
"1/18/2019",11.31,11.3437,54.04,0,0,0
"1/17/2019",11.03,10.9906,52.36,0,0,0
"1/16/2019",11.06,11.0426,52.61,0,0,0
"1/15/2019",11,10.9959,52.39,0,0,0
"1/14/2019",10.69,10.6616,50.8,0,0,1
"1/11/2019",10.9,10.8933,51.91,1,,
"1/7/2019",10.29,10.2452,48.52,0,1,0
"1/4/2019",10.18,10.1256,47.96,0,0,0
"1/3/2019",9.95,9.9412,47.09,0,0,0
"1/2/2019",9.85,9.8246,46.54,0,0,0
"12/31/2018",9.66,9.5852,45.41,0,0,0
"12/28/2018",9.53,9.5671,45.33,0,0,0
"12/27/2018",9.62,9.4147,44.61,0,0,0
"12/26/2018",9.9,9.754,46.22,0,0,0
"12/24/2018",9.29,8.9745,42.53,0,0,0
"12/21/2018",9.57,9.6188,45.59,0,0,0
"12/20/2018",9.72,9.6795,45.88,0,0,0
"12/19/2018",10.02,10.1622,48.17,0,0,0
"12/18/2018",9.79,9.8305,46.6,0,0,0
"12/17/2018",10.45,10.5895,50.2,0,0,0
"12/14/2018",10.82,10.8558,51.47,0,0,0
"12/13/2018",11.21,11.1422,52.83,0,0,0
"12/12/2018",10.82,10.8316,51.36,0,0,1
"12/11/2018",10.95,10.9327,51.84,1,,
"12/4/2018",11.18,11.2713,53.25,0,0,0
"12/3/2018",11.27,11.2073,52.95,0,0,0
"11/30/2018",10.73,10.7785,50.93,0,0,0
"11/29/2018",10.87,10.8881,51.45,0,0,0
"11/28/2018",10.66,10.6421,50.29,0,0,0
"11/27/2018",10.95,10.9104,51.56,0,0,0
"11/26/2018",10.94,10.9247,51.63,0,0,0
"11/23/2018",10.83,10.6673,50.42,0,0,0
"11/21/2018",11.52,11.5569,54.63,0,0,0
"11/20/2018",11.27,11.3026,53.43,0,0,0
"11/19/2018",12.14,12.0994,57.2,0,0,0
"11/16/2018",12.07,11.9877,56.68,0,0,0
"11/15/2018",11.98,11.9872,56.68,0,0,0
"11/14/2018",11.95,11.9359,56.44,0,0,0
"11/13/2018",11.69,11.8085,55.84,0,0,0
"11/12/2018",12.48,12.7046,60.08,0,0,0
"11/9/2018",12.7,12.7621,60.36,0,0,1
"11/8/2018",12.84,12.8676,60.86,1,,
"11/2/2018",13.31,13.3787,63.14,0,1,0
"11/1/2018",13.46,13.4947,63.69,0,0,0
"10/31/2018",13.79,13.8373,65.31,0,0,0
"10/30/2018",14.03,14.0209,66.18,0,0,0
"10/29/2018",14.11,14.2024,67.04,0,0,0
"10/26/2018",14.33,14.3171,67.59,0,0,0
"10/25/2018",14.21,14.2615,67.33,0,0,0
"10/24/2018",14.05,14.1529,66.82,0,0,0
"10/23/2018",14.04,14.0697,66.43,0,0,0
"10/22/2018",14.74,14.6895,69.36,0,0,0
"10/19/2018",14.72,14.6707,69.28,0,0,0
"10/18/2018",14.56,14.5494,68.71,0,0,0
"10/17/2018",14.82,14.7585,69.7,0,0,0
"10/16/2018",15.19,15.1941,71.76,0,0,0
"10/15/2018",15.13,15.1617,71.61,0,0,0
"10/12/2018",15.12,15.0688,71.18,0,0,1
"10/11/2018",14.95,14.9901,70.81,1,,
"10/5/2018",15.69,15.7039,74.34,0,1,0
"10/4/2018",15.74,15.7011,74.33,0,0,0
"10/3/2018",16.08,16.1398,76.41,0,0,0
"10/2/2018",15.87,15.8899,75.23,0,0,0
"10/1/2018",15.95,15.9041,75.3,0,0,0
"9/28/2018",15.52,15.4706,73.25,0,0,0
"9/27/2018",15.26,15.2301,72.12,0,0,0
"9/26/2018",15.11,15.1134,71.57,0,0,0
"9/25/2018",15.27,15.2627,72.28,0,0,0
"9/24/2018",15.25,15.2199,72.08,0,0,0
"9/21/2018",14.96,14.9436,70.78,0,0,0
"9/20/2018",14.8,14.8459,70.32,0,0,0
"9/19/2018",14.94,14.9403,70.77,0,0,0
"9/18/2018",14.69,14.6906,69.59,0,0,0
"9/17/2018",14.47,14.498,68.68,0,0,0
"9/14/2018",14.5,14.5152,68.77,0,0,0
"9/13/2018",14.49,14.4386,68.41,0,0,0
"9/12/2018",14.78,14.8074,70.16,0,0,1
"9/11/2018",14.6,14.5707,69.04,1,,
"9/5/2018",14.49,14.4587,68.72,0,1,0
"9/4/2018",14.58,14.7001,69.87,0,0,0
"8/31/2018",14.71,14.6831,69.8,0,0,0
"8/30/2018",14.75,14.7772,70.25,0,0,0
"8/29/2018",14.66,14.6209,69.51,0,0,0
"8/28/2018",14.43,14.4142,68.53,0,0,0
"8/27/2018",14.5,14.4852,68.87,0,0,0
"8/24/2018",14.43,14.4519,68.72,0,0,0
"8/23/2018",14.27,14.2641,67.83,0,0,0
"8/22/2018",14.27,14.2699,67.86,0,0,0
"8/21/2018",13.83,13.8446,65.84,0,0,0
"8/20/2018",13.76,13.7557,65.42,0,0,0
"8/17/2018",13.69,13.71,65.21,0,0,0
"8/16/2018",13.63,13.6401,64.88,0,0,0
"8/15/2018",13.51,13.5513,64.46,0,0,0
"8/14/2018",13.99,13.9439,66.33,0,0,0
"8/13/2018",14.01,13.9938,66.57,0,0,1
"8/10/2018",14.08,14.0703,66.94,1,,
"8/6/2018",14.31,14.3494,69.01,0,1,0
"8/3/2018",14.27,14.2397,68.49,0,0,0
"8/2/2018",14.36,14.337,68.96,0,0,0
"8/1/2018",14.09,14.066,67.66,0,0,0
"7/31/2018",14.28,14.2942,68.76,0,0,0
"7/30/2018",14.54,14.5784,70.13,0,0,0
"7/27/2018",14.32,14.2775,68.69,0,0,0
"7/26/2018",14.47,14.4682,69.61,0,0,0
"7/25/2018",14.42,14.4032,69.3,0,0,0
"7/24/2018",14.23,14.2406,68.52,0,0,0
"7/23/2018",14.09,14.1091,67.89,0,0,0
"7/20/2018",14.15,14.1845,68.26,0,0,0
"7/19/2018",14.13,14.1799,68.24,0,0,0
"7/18/2018",14.1,14.0776,67.75,0,0,0
"7/17/2018",13.95,13.9545,67.16,0,0,0
"7/16/2018",13.94,13.9352,67.07,0,0,0
"7/13/2018",14.47,14.5319,69.95,0,0,0
"7/12/2018",14.39,14.4068,69.35,0,0,1
"7/11/2018",14.31,14.3048,68.86,1,,
"7/5/2018",14.78,14.7787,72.94,0,1,0
"7/3/2018",14.92,15.0207,74.14,0,0,0
"7/2/2018",14.96,14.9797,73.94,0,0,0
"6/29/2018",15.06,15.021,74.15,0,0,0
"6/28/2018",14.86,14.8783,73.45,0,0,0
"6/27/2018",14.65,14.7381,72.76,0,0,0
"6/26/2018",14.27,14.2859,70.53,0,0,0
"6/25/2018",13.77,13.7891,68.08,0,0,0
"6/22/2018",14.02,13.8891,68.58,0,0,0
"6/21/2018",13.31,13.273,65.54,0,0,0
"6/20/2018",13.28,13.3069,65.71,0,0,0
"6/19/2018",13.14,13.1425,64.9,0,0,0
"6/18/2018",13.29,13.302,65.69,0,0,0
"6/15/2018",13.05,13.1306,64.85,0,0,0
"6/14/2018",13.52,13.5027,66.69,0,0,0
"6/13/2018",13.47,13.4678,66.52,0,0,0
"6/12/2018",13.4,13.4187,66.28,0,0,1
"6/11/2018",13.36,13.368,66.03,1,,
"6/5/2018",13.22,13.2515,65.52,0,1,0
"6/4/2018",13.12,13.0954,64.75,0,0,0
"6/1/2018",13.25,13.3084,65.81,0,0,0
"5/31/2018",13.55,13.5567,67.04,0,0,0
"5/30/2018",13.83,13.7928,68.21,0,0,0
"5/29/2018",13.51,13.4931,66.73,0,0,0
"5/25/2018",13.68,13.7239,67.88,0,0,0
"5/24/2018",14.29,14.2956,70.71,0,0,0
"5/23/2018",14.51,14.5236,71.84,0,0,0
"5/22/2018",14.56,14.596,72.2,0,0,0
"5/21/2018",14.67,14.6259,72.35,0,0,0
"5/18/2018",14.43,14.4266,71.37,0,0,0
"5/17/2018",14.49,14.4667,71.57,0,0,0
"5/16/2018",14.46,14.4643,71.56,0,0,0
"5/15/2018",14.4,14.4254,71.37,0,0,0
"5/14/2018",14.38,14.3482,70.99,0,0,1
"5/11/2018",14.25,14.2846,70.68,1,,
"5/7/2018",14.1,14.2814,70.73,0,1,0
"5/4/2018",14.09,14.0763,69.72,0,0,0
"5/3/2018",13.82,13.8155,68.43,0,0,0
"5/2/2018",13.67,13.7141,67.93,0,0,0
"5/1/2018",13.61,13.5764,67.25,0,0,0
"4/30/2018",13.8,13.8425,68.57,0,0,0
"4/27/2018",13.73,13.7465,68.1,0,0,0
"4/26/2018",13.77,13.7643,68.19,0,0,0
"4/25/2018",13.72,13.7357,68.05,0,0,0
"4/24/2018",13.68,13.6646,67.7,0,0,0
"4/23/2018",13.92,13.854,68.64,0,0,0
"4/20/2018",13.75,13.8043,68.4,0,0,0
"4/19/2018",13.77,13.7898,68.33,0,0,0
"4/18/2018",13.88,13.8177,68.47,0,0,0
"4/17/2018",13.41,13.4218,66.51,0,0,0
"4/16/2018",13.38,13.359,66.2,0,0,0
"4/13/2018",13.55,13.5859,67.33,0,0,0
"4/12/2018",13.52,13.5088,66.95,0,0,1
"4/11/2018",13.45,13.4664,66.74,1,,
"4/5/2018",12.83,12.8151,63.54,0,1,0
"4/4/2018",12.82,12.7805,63.37,0,0,0
"4/3/2018",12.81,12.8084,63.51,0,0,0
"4/2/2018",12.74,12.7072,63.01,0,0,0
"3/29/2018",13.09,13.0957,64.94,0,0,0
"3/28/2018",13.04,12.9818,64.38,0,0,0
"3/27/2018",13.08,13.1568,65.25,0,0,0
"3/26/2018",13.21,13.2169,65.55,0,0,0
"3/23/2018",13.28,13.2824,65.88,0,0,0
"3/22/2018",12.95,12.9636,64.3,0,0,0
"3/21/2018",13.18,13.1387,65.17,0,0,0
"3/20/2018",12.81,12.8098,63.54,0,0,0
"3/19/2018",12.55,12.5252,62.13,0,0,0
"3/16/2018",12.55,12.5807,62.41,0,0,0
"3/15/2018",12.34,12.3466,61.25,0,0,0
"3/14/2018",12.28,12.2999,61.02,0,0,0
"3/13/2018",12.24,12.2452,60.75,0,0,0
"3/12/2018",12.37,12.3618,61.33,0,0,1
"3/9/2018",12.47,12.4801,61.92,1,,
"3/5/2018",12.59,12.5875,62.57,0,1,0
"3/2/2018",12.37,12.321,61.25,0,0,0
"3/1/2018",12.35,12.2685,60.99,0,0,0
"2/28/2018",12.37,12.3989,61.64,0,0,0
"2/27/2018",12.65,12.6742,63.01,0,0,0
"2/26/2018",12.86,12.8549,63.91,0,0,0
"2/23/2018",12.77,12.7817,63.55,0,0,0
"2/22/2018",12.59,12.6246,62.77,0,0,0
"2/21/2018",12.29,12.4051,61.68,0,0,0
"2/20/2018",12.39,12.427,61.79,0,0,0
"2/16/2018",12.38,12.3777,61.55,0,0,0
"2/15/2018",12.33,12.3011,61.17,0,0,0
"2/14/2018",12.18,12.1681,60.51,0,0,0
"2/13/2018",11.87,11.8703,59.03,0,0,0
"2/12/2018",11.89,11.8801,59.08,0,0,1
"2/9/2018",11.86,11.8617,58.99,1,,
"2/5/2018",12.77,12.85,64.15,0,1,0
"2/2/2018",13.04,13.1097,65.45,0,0,0
"2/1/2018",13.24,13.1796,65.8,0,0,0
"1/31/2018",12.98,12.965,64.73,0,0,0
"1/30/2018",12.9,12.9187,64.5,0,0,0
"1/29/2018",13.11,13.1307,65.56,0,0,0
"1/26/2018",13.24,13.2461,66.14,0,0,0
"1/25/2018",13.06,13.1197,65.51,0,0,0
"1/24/2018",13.22,13.1395,65.61,0,0,0
"1/23/2018",12.97,12.911,64.47,0,0,0
"1/22/2018",12.78,12.7305,63.57,0,0,0
"1/19/2018",12.72,12.6778,63.31,0,0,0
"1/18/2018",12.76,12.7937,63.89,0,0,0
"1/17/2018",12.78,12.7994,63.92,0,0,0
"1/16/2018",12.76,12.7491,63.67,0,0,0
"1/12/2018",12.87,12.8603,64.23,0,0,1
"1/11/2018",12.7,12.7503,63.68,1,,
"1/5/2018",12.31,12.2836,61.44,0,1,0
"1/4/2018",12.37,12.3973,62.01,0,0,0
"1/3/2018",12.34,12.3211,61.63,0,0,0
"1/2/2018",12.07,12.069,60.37,0,0,0
"12/29/2017",12.01,12.0785,60.42,0,0,0
"12/28/2017",11.97,11.9621,59.84,0,0,0
"12/27/2017",11.92,11.922,59.64,0,0,0
"12/26/2017",11.95,11.9878,59.97,0,0,0
"12/22/2017",11.66,11.6872,58.47,0,0,0
"12/21/2017",11.64,11.665,58.36,0,0,0
"12/20/2017",11.61,11.6109,58.09,0,0,0
"12/19/2017",11.51,11.5048,57.56,0,0,0
"12/18/2017",11.44,11.4367,57.22,0,0,0
"12/15/2017",11.46,11.4581,57.33,0,0,0
"12/14/2017",11.43,11.408,57.08,0,0,0
"12/13/2017",11.33,11.3099,56.59,0,0,0
"12/12/2017",11.44,11.4237,57.16,0,0,1
"12/11/2017",11.6,11.6014,58.05,1,,
"12/4/2017",11.49,11.4987,57.47,0,1,0
"12/1/2017",11.67,11.6763,58.36,0,0,0
"11/30/2017",11.47,11.4841,57.4,0,0,0
"11/29/2017",11.47,11.4639,57.3,0,0,0
"11/28/2017",11.58,11.6018,57.99,0,0,0
"11/27/2017",11.59,11.6256,58.11,0,0,0
"11/24/2017",11.79,11.7933,58.95,0,0,0
"11/22/2017",11.6,11.6069,58.02,0,0,0
"11/21/2017",11.4,11.3687,56.83,0,0,0
"11/20/2017",11.28,11.2866,56.42,0,0,0
"11/17/2017",11.35,11.3442,56.71,0,0,0
"11/16/2017",11.07,11.072,55.35,0,0,0
"11/15/2017",11.09,11.1058,55.52,0,0,0
"11/14/2017",11.13,11.1797,55.89,0,0,0
"11/13/2017",11.38,11.3956,56.97,0,0,0
"11/10/2017",11.42,11.3972,56.98,0,0,1
"11/9/2017",11.46,11.4794,57.39,1,,
"11/3/2017",11.18,11.1739,55.64,0,1,0
"11/2/2017",10.99,10.9528,54.54,0,0,0
"11/1/2017",10.9,10.9045,54.3,0,0,0
"10/31/2017",10.93,10.9204,54.38,0,0,0
"10/30/2017",10.87,10.8741,54.15,0,0,0
"10/27/2017",10.84,10.8234,53.9,0,0,0
"10/26/2017",10.57,10.5703,52.64,0,0,0
"10/25/2017",10.48,10.4778,52.18,0,0,0
"10/24/2017",10.54,10.5359,52.47,0,0,0
"10/23/2017",10.42,10.4213,51.9,0,0,0
"10/20/2017",10.43,10.4089,51.84,0,0,0
"10/19/2017",10.35,10.3425,51.51,0,0,0
"10/18/2017",10.48,10.493,52.26,0,0,0
"10/17/2017",10.49,10.4628,52.11,0,0,0
"10/16/2017",10.46,10.4687,52.14,0,0,0
"10/13/2017",10.37,10.386,51.73,0,0,0
"10/12/2017",10.23,10.2253,50.93,0,0,1
"10/11/2017",10.36,10.36,51.6,1,,
"10/5/2017",10.25,10.2647,50.79,0,1,0
"10/4/2017",10.08,10.1009,49.98,0,0,0
"10/3/2017",10.18,10.1897,50.42,0,0,0
"10/2/2017",10.21,10.222,50.58,0,0,0
"9/29/2017",10.43,10.442,51.67,0,0,0
"9/28/2017",10.43,10.4196,51.56,0,0,0
"9/27/2017",10.52,10.5367,52.14,0,0,0
"9/26/2017",10.49,10.484,51.88,0,0,0
"9/25/2017",10.55,10.5526,52.22,0,0,0
"9/22/2017",10.24,10.2371,50.66,0,0,0
"9/21/2017",10.25,10.2147,50.55,0,0,0
"9/20/2017",10.24,10.2429,50.69,0,0,0
"9/19/2017",10.11,10.0832,49.9,0,0,0
"9/18/2017",10.17,10.174,50.35,0,0,0
"9/15/2017",10.2,10.1918,50.44,0,0,0
"9/14/2017",10.13,10.1736,50.35,0,0,0
"9/13/2017",10.07,10.0522,49.75,0,0,0
"9/12/2017",9.87,9.8501,48.75,0,0,1
"9/11/2017",9.82,9.824,48.62,1,,
"9/5/2017",9.92,9.9357,48.66,0,1,0
"9/1/2017",9.67,9.6555,47.29,0,0,0
"8/31/2017",9.63,9.6431,47.23,0,0,0
"8/30/2017",9.38,9.3837,45.96,0,0,0
"8/29/2017",9.46,9.4816,46.44,0,0,0
