Date,Close,Open,Low,High
24-Jun-2020,63.708,64.72,63.643,64.79
23-Jun-2020,64.71,64.483,64.448,65.051
22-Jun-2020,64.832,64.809,64.491,64.914
19-Jun-2020,64.574,64.142,64.13,64.904
18-Jun-2020,64.119,63.857,63.817,64.416
17-Jun-2020,64.073,63.708,63.611,64.111
16-Jun-2020,63.942,63.861,63.575,64.391
15-Jun-2020,63.646,63.461,62.675,63.703
12-Jun-2020,63.706,63.724,63.606,64.478
11-Jun-2020,64.093,65,63.851,65.002
10-Jun-2020,65.003,64.561,64.496,65.076
09-Jun-2020,64.727,64.876,64.309,64.898
08-Jun-2020,64.642,64.674,64.452,65.012
05-Jun-2020,64.694,64.234,64.217,64.949
04-Jun-2020,64.353,63.686,63.572,64.391
03-Jun-2020,63.901,63.932,63.445,63.994
02-Jun-2020,63.783,63.562,63.519,64.07
01-Jun-2020,63.512,63.563,62.835,63.787
29-May-2020,63.535,62.699,62.416,63.598
28-May-2020,62.77,62.644,62.351,63.005
27-May-2020,62.67,63.197,62.391,63.388
26-May-2020,63.35,63.057,63.029,63.55
22-May-2020,62.74,62.73,62.144,62.761
21-May-2020,63.014,63.521,62.849,63.7
20-May-2020,63.605,63.283,63.075,63.884
19-May-2020,63.238,63.244,62.905,63.507
18-May-2020,63.028,62.408,62.349,63.388
15-May-2020,61.659,61.495,61.423,61.902
14-May-2020,61.287,60.574,60.52,61.337
13-May-2020,60.623,61.204,60.516,61.615
12-May-2020,61.552,61.727,61.475,62.034
11-May-2020,61.783,62.472,61.703,62.625
08-May-2020,62.32,62.238,62.083,62.489
07-May-2020,61.996,61.623,61.446,62.583
06-May-2020,61.461,62.214,61.2,62.461
05-May-2020,62.309,61.582,61.497,62.397
04-May-2020,60.971,60.539,60.362,61.001
01-May-2020,60.707,60.759,60.188,60.829
30-Apr-2020,60.898,60.297,60.188,60.961
29-Apr-2020,59.876,60.054,59.719,60.348
28-Apr-2020,59.641,59.459,59.082,60.182
27-Apr-2020,59.553,60.191,59.209,60.31
24-Apr-2020,60.239,60.924,60.025,61.187
23-Apr-2020,60.775,60.99,60.708,61.756
22-Apr-2020,60.682,59.797,58.871,60.969
21-Apr-2020,59.508,61.886,59.326,61.966
20-Apr-2020,61.978,62.048,61.496,62.234
17-Apr-2020,62.094,62.472,61.981,62.676
16-Apr-2020,62.055,62.348,62.055,62.348
15-Apr-2020,61.966,63.037,61.767,63.139
14-Apr-2020,63.052,63.897,62.822,63.994
13-Apr-2020,63.385,63.83,63.144,63.874
09-Apr-2020,63.476,63.536,63.202,64.411
08-Apr-2020,63.147,63.427,62.986,63.684
07-Apr-2020,63.219,63.64,63.196,63.893
06-Apr-2020,62.818,62.069,62.026,62.94
03-Apr-2020,62.196,61.466,61.245,62.723
02-Apr-2020,61.549,60.474,60.471,62.834
01-Apr-2020,60.29,61.679,60.28,61.684
31-Mar-2020,61.858,62.427,61.76,62.684
30-Mar-2020,62.064,62.18,61.746,62.395
27-Mar-2020,62.715,63.444,62.542,63.632
26-Mar-2020,63.325,63.577,63.146,64.128
25-Mar-2020,63.985,64.279,63.228,64.417
24-Mar-2020,63.766,62.878,62.316,64.028
23-Mar-2020,62.008,60.468,60.292,62.094
20-Mar-2020,61.1,61.507,61.075,63.177
19-Mar-2020,61.427,59.871,59.088,61.617
18-Mar-2020,59.48,62.338,59.256,62.465
17-Mar-2020,62.009,62.974,61.991,63.262
16-Mar-2020,62.575,64.974,62.195,65.138
13-Mar-2020,65.305,65.211,65.12,67.615
12-Mar-2020,66.164,67.053,65.642,67.352
11-Mar-2020,68.3,69.813,68.266,69.813
10-Mar-2020,69.297,68.498,68.37,69.422
09-Mar-2020,67.848,67.226,66.309,68.534
06-Mar-2020,70.793,72.356,70.769,72.443
05-Mar-2020,72.683,73.476,72.654,73.561
04-Mar-2020,73.229,73.525,73.105,73.671
03-Mar-2020,73.191,73.019,72.678,73.905
02-Mar-2020,72.473,72.099,71.553,72.579
28-Feb-2020,70.98,72.165,70.612,72.167
27-Feb-2020,72.578,73.293,72.063,73.326
26-Feb-2020,73.632,74.16,73.535,74.251
25-Feb-2020,74.21,74.961,74.16,74.961
24-Feb-2020,74.901,75.553,74.644,75.637
21-Feb-2020,76.251,76.097,75.79,76.373
20-Feb-2020,76.214,76.558,76.186,76.709
19-Feb-2020,76.569,76.129,75.993,76.622
18-Feb-2020,76.106,75.564,75.511,76.118
14-Feb-2020,75.384,75.213,75.098,75.679
13-Feb-2020,75.32,75.222,74.925,75.521
12-Feb-2020,75.157,74.671,74.495,75.214
11-Feb-2020,74.384,74.493,74.302,74.653
10-Feb-2020,74.199,74.725,74.157,74.742
07-Feb-2020,74.755,75.126,74.589,75.171
06-Feb-2020,74.963,75.209,74.605,75.406
05-Feb-2020,74.741,74.552,74.226,74.979
04-Feb-2020,74.1,74.432,74.083,74.903
03-Feb-2020,74.077,74.842,73.917,74.899
31-Jan-2020,74.837,75.441,74.751,75.464
30-Jan-2020,75.14,75.756,74.975,75.76
29-Jan-2020,75.86,76.629,75.788,76.742
28-Jan-2020,76.319,76.205,75.892,76.525
27-Jan-2020,76.233,76.883,76.067,76.938
24-Jan-2020,77.319,78.209,77.219,78.282
23-Jan-2020,78.228,78.481,78.048,78.491
22-Jan-2020,78.674,79.141,78.617,79.383
21-Jan-2020,79.208,79.457,79.118,79.521
17-Jan-2020,79.817,79.652,79.47,79.833
16-Jan-2020,79.612,80.088,79.6,80.232
15-Jan-2020,80.03,80.321,79.928,80.396
14-Jan-2020,80.348,80.193,79.975,80.565
13-Jan-2020,80.291,80.653,80.181,80.755
10-Jan-2020,80.705,80.399,80.362,80.786
09-Jan-2020,80.455,80.796,80.222,80.82
08-Jan-2020,80.58,81.751,80.407,81.953
07-Jan-2020,81.574,81.308,81.228,81.619
06-Jan-2020,81.643,82.064,81.454,82.201
03-Jan-2020,81.366,81.569,81.188,81.749
02-Jan-2020,81.001,81.016,80.788,81.14
31-Dec-2019,80.887,81.353,80.811,81.433
30-Dec-2019,81.392,81.436,81.101,81.68
27-Dec-2019,81.351,81.286,81.131,81.365
26-Dec-2019,81.268,80.907,80.876,81.307
24-Dec-2019,80.665,80.306,80.27,80.721
23-Dec-2019,80.222,80.232,80.102,80.376
20-Dec-2019,80.394,80.36,80.273,80.572
19-Dec-2019,80.347,80.152,80.023,80.431
18-Dec-2019,80.139,80.135,79.897,80.282
17-Dec-2019,80.293,80.21,80.109,80.373
16-Dec-2019,80.191,79.523,79.505,80.305
13-Dec-2019,79.414,79.449,79.158,80.033
12-Dec-2019,79.074,78.521,78.491,79.208
11-Dec-2019,78.33,78.367,78.154,78.591
10-Dec-2019,78.516,78.144,77.978,78.59
09-Dec-2019,78.141,78.066,77.803,78.271
06-Dec-2019,78.239,78.054,77.982,78.51
05-Dec-2019,78.11,77.88,77.827,78.347
04-Dec-2019,77.846,77.449,77.309,78.017
03-Dec-2019,77.344,77.263,77.128,77.616
02-Dec-2019,77.135,77.505,77.055,77.62
29-Nov-2019,77.111,78.169,77.077,78.184
27-Nov-2019,78.338,78.589,78.25,78.843
26-Nov-2019,78.661,78.485,78.322,78.667
25-Nov-2019,78.558,78.76,78.228,78.787
22-Nov-2019,78.727,78.596,78.526,78.964
21-Nov-2019,78.608,78.204,77.995,78.64
20-Nov-2019,78.28,77.886,77.758,78.506
19-Nov-2019,77.858,78.273,77.826,78.345
18-Nov-2019,78.322,79.023,78.244,79.062
15-Nov-2019,79.088,78.958,78.521,79.259
14-Nov-2019,78.919,79.209,78.842,79.371
13-Nov-2019,78.962,79.036,78.755,79.102
12-Nov-2019,79.03,79.021,78.877,79.214
11-Nov-2019,79.029,79.478,78.998,79.56
08-Nov-2019,79.906,79.961,79.281,80.037
07-Nov-2019,80.019,80.113,79.968,80.445
06-Nov-2019,80.153,80.675,80.121,80.829
05-Nov-2019,80.72,80.611,80.582,80.966
04-Nov-2019,80.634,80.379,80.347,80.875
01-Nov-2019,80.26,79.29,79.169,80.271
31-Oct-2019,79.237,79.682,78.849,79.854
30-Oct-2019,79.599,79.523,79.477,79.769
29-Oct-2019,79.6,79.433,79.272,79.819
28-Oct-2019,79.481,79.657,79.37,79.765
25-Oct-2019,79.498,79.253,79.219,79.713
24-Oct-2019,79.347,78.973,78.948,79.448
23-Oct-2019,79.009,78.406,78.184,79.036
22-Oct-2019,78.474,78.21,78.149,78.728
21-Oct-2019,78.246,78.576,78.145,78.822
18-Oct-2019,78.667,78.563,78.513,78.808
17-Oct-2019,78.581,78.185,78.088,78.607
16-Oct-2019,78.335,78.401,78.094,78.482
15-Oct-2019,78.406,78.558,78.309,78.739
14-Oct-2019,78.585,78.901,78.33,78.924
11-Oct-2019,78.83,78.025,77.99,78.846
10-Oct-2019,77.944,77.919,77.829,78.302
09-Oct-2019,77.924,77.9,77.844,78.437
08-Oct-2019,77.881,77.699,77.282,77.919
07-Oct-2019,77.713,77.888,77.697,78.091
04-Oct-2019,77.933,77.851,77.694,78.015
03-Oct-2019,77.739,77.622,77.041,77.817
02-Oct-2019,77.52,78.016,77.3,78.068
01-Oct-2019,77.866,77.853,77.668,77.93
30-Sep-2019,77.78,78.369,77.768,78.417
27-Sep-2019,78.34,78.494,77.975,78.529
26-Sep-2019,78.635,78.936,78.221,79.236
25-Sep-2019,78.908,79.218,78.536,79.263
24-Sep-2019,79.36,79.672,79.247,79.744
23-Sep-2019,79.866,79.441,79.107,79.878
20-Sep-2019,79.197,79.545,79.162,79.759
19-Sep-2019,79.398,79.357,79.224,79.871
18-Sep-2019,79.508,79.787,79.304,80.033
17-Sep-2019,79.898,80.946,79.662,81.149
16-Sep-2019,81.398,80.631,80.03,81.445
13-Sep-2019,78.697,78.575,78.395,78.975
12-Sep-2019,78.569,78.365,77.775,78.649
11-Sep-2019,78.205,78.781,78.117,79.047
10-Sep-2019,78.758,78.542,78.421,79.001
09-Sep-2019,78.451,77.982,77.934,78.608
06-Sep-2019,77.886,77.944,77.281,78.132
05-Sep-2019,78.033,78.334,78.004,78.603
04-Sep-2019,78.42,77.146,77.113,78.493
03-Sep-2019,77.008,77.033,76.404,77.113
30-Aug-2019,77.004,77.403,76.949,77.694
29-Aug-2019,77.488,77.171,77.123,77.661
28-Aug-2019,77.169,76.779,76.637,77.287
27-Aug-2019,76.584,76.38,76.296,76.608
26-Aug-2019,76.35,76.122,76.053,76.734
23-Aug-2019,76.065,76.392,75.684,76.509
22-Aug-2019,76.419,76.745,76.385,76.893
21-Aug-2019,76.798,76.768,76.714,77.126
20-Aug-2019,76.693,76.714,76.394,76.86
19-Aug-2019,76.659,76.658,76.301,76.847
16-Aug-2019,76.773,76.877,76.581,77.012
15-Aug-2019,76.702,76.922,76.442,77.053
14-Aug-2019,76.857,77.404,76.612,77.551
13-Aug-2019,77.589,76.921,76.588,77.755
12-Aug-2019,76.825,77.3,76.69,77.428
09-Aug-2019,77.424,77.061,76.972,77.682
08-Aug-2019,77.04,76.723,76.45,77.197
07-Aug-2019,75.975,76.675,75.715,76.69
06-Aug-2019,76.47,77.06,76.434,77.139
05-Aug-2019,76.765,76.959,76.246,77.062
02-Aug-2019,77.226,77.243,77.012,77.392
01-Aug-2019,77.008,78.523,76.91,78.579
31-Jul-2019,78.963,79.232,78.9,79.362
30-Jul-2019,79.083,79.098,78.754,79.259
29-Jul-2019,79.011,78.865,78.669,79.065
26-Jul-2019,78.741,79.017,78.647,79.096
25-Jul-2019,78.996,79.325,78.965,79.65
24-Jul-2019,79.324,79.513,79.175,79.923
23-Jul-2019,79.403,79.228,78.88,79.495
22-Jul-2019,79.171,79.491,79.158,79.724
19-Jul-2019,79.379,79.644,79.206,79.732
18-Jul-2019,78.916,79.591,78.759,79.793
17-Jul-2019,79.578,79.551,79.463,80.078
16-Jul-2019,79.646,80.393,79.523,80.599
15-Jul-2019,80.554,80.933,80.489,81.18
12-Jul-2019,81.022,80.597,80.489,81.117
11-Jul-2019,80.556,80.681,80.37,80.885
10-Jul-2019,80.54,79.196,79.179,80.56
09-Jul-2019,79.132,78.813,78.468,79.166
08-Jul-2019,79.025,79.32,78.875,79.614
05-Jul-2019,79.114,78.996,78.688,79.189
03-Jul-2019,79.197,78.307,78.114,79.208
02-Jul-2019,78.072,79.084,78.045,79.297
01-Jul-2019,79.043,80.03,78.808,80.205
28-Jun-2019,79.653,80.318,79.586,80.594
27-Jun-2019,80.186,80.091,79.888,80.236
26-Jun-2019,80.144,79.9,79.866,80.413
25-Jun-2019,79.838,79.691,79.478,80.197
24-Jun-2019,79.478,79.163,79.018,79.488
21-Jun-2019,78.837,79.46,78.798,79.525
20-Jun-2019,79.163,78.257,78.227,79.372
19-Jun-2019,77.771,78.134,77.705,78.257
18-Jun-2019,78.244,77.537,77.431,78.641
17-Jun-2019,77.787,78.185,77.744,78.221
14-Jun-2019,77.829,77.625,77.589,78.121
13-Jun-2019,77.609,77.142,77.055,77.883
12-Jun-2019,77.081,77.177,76.884,77.521
11-Jun-2019,77.468,77.126,76.999,77.561
10-Jun-2019,77.025,76.963,76.775,77.381
07-Jun-2019,77.148,77.34,76.854,77.477
06-Jun-2019,77.106,76.519,76.441,77.151
05-Jun-2019,76.486,77.402,76.349,77.644
04-Jun-2019,77.706,77.653,77.28,77.788
03-Jun-2019,77.459,77.61,77.352,78.103
31-May-2019,77.704,78.834,77.685,78.889
30-May-2019,79.098,79.361,79.028,79.611
29-May-2019,79.388,79.65,78.916,79.831
28-May-2019,79.386,79.249,79.069,79.503
24-May-2019,78.705,78.143,78.131,78.711
23-May-2019,77.965,78.779,77.833,78.824
22-May-2019,78.952,79.721,78.87,79.729
21-May-2019,79.776,80.191,79.651,80.207
20-May-2019,79.929,80.184,79.846,80.266
17-May-2019,79.704,80.431,79.634,80.441
16-May-2019,80.303,79.874,79.831,80.412
15-May-2019,79.654,79.324,79.252,79.988
14-May-2019,79.339,78.636,78.446,79.5
13-May-2019,78.341,78.394,78.143,78.846
10-May-2019,78.662,79.042,78.523,79.048
09-May-2019,78.56,78.682,78.149,78.909
08-May-2019,79,79.225,78.815,79.279
07-May-2019,78.969,79.434,78.726,79.516
06-May-2019,79.475,78.986,78.942,79.585
03-May-2019,79.839,79.751,79.642,80.147
02-May-2019,79.7,80.335,79.415,80.338
01-May-2019,80.424,80.535,80.017,80.592
30-Apr-2019,80.574,80.409,80.382,81.122
29-Apr-2019,80.536,80.744,80.387,80.812
