" Date","SPY Open","SPY Low","SPY High","SPY Close","SPY Adj. Close","SPY SMA (50D)","SPY SMA (200D)"
11-02-2018,"263.16 ","258.22 ","263.62 ","271.89 ","260.42 ","271.37 ","262.74 "
11-01-2018,"260.15 ","258.98 ","262.19 ","273.51 ","261.98 ","271.61 ","262.76 "
10-31-2018,"259.24 ","258.73 ","261.71 ","270.63 ","259.22 ","271.83 ","262.77 "
10-30-2018,"252.55 ","252.02 ","256.81 ","267.77 ","256.48 ","272.11 ","262.79 "
10-29-2018,"257.47 ","248.89 ","258.85 ","263.86 ","252.73 ","272.43 ","262.82 "
10-26-2018,"254.71 ","251.23 ","259.57 ","265.33 ","254.14 ","272.81 ","262.87 "
10-25-2018,"256.11 ","255.00 ","260.35 ","270.08 ","258.69 ","273.14 ","262.91 "
10-24-2018,"261.80 ","253.54 ","262.22 ","265.32 ","254.13 ","273.34 ","262.91 "
10-23-2018,"259.52 ","257.28 ","263.28 ","273.61 ","262.07 ","273.67 ","262.94 "
10-22-2018,"265.32 ","262.84 ","265.66 ","275.01 ","263.41 ","273.81 ","262.92 "
10-19-2018,"265.44 ","263.85 ","267.52 ","276.25 ","264.60 ","273.94 ","262.90 "
10-18-2018,"267.62 ","263.37 ","268.26 ","276.40 ","264.74 ","274.09 ","262.86 "
10-17-2018,"268.61 ","265.86 ","269.29 ","280.45 ","268.62 ","274.24 ","262.81 "
10-16-2018,"264.94 ","264.43 ","268.98 ","280.40 ","268.58 ","274.31 ","262.74 "
10-15-2018,"263.93 ","262.73 ","265.36 ","274.40 ","262.83 ","274.37 ","262.66 "
10-12-2018,"265.10 ","260.88 ","265.41 ","275.95 ","264.31 ","274.52 ","262.61 "
10-11-2018,"265.40 ","258.96 ","267.14 ","272.17 ","260.69 ","274.62 ","262.55 "
10-10-2018,"274.73 ","266.16 ","274.81 ","278.30 ","266.56 ","274.76 ","262.51 "
10-09-2018,"275.27 ","274.68 ","276.68 ","287.40 ","275.28 ","274.79 ","262.44 "
10-08-2018,"274.95 ","273.46 ","276.07 ","287.82 ","275.68 ","274.63 ","262.33 "
10-05-2018,"277.47 ","274.15 ","278.03 ","287.82 ","275.68 ","274.48 ","262.22 "
10-04-2018,"278.90 ","275.53 ","278.96 ","289.44 ","277.23 ","274.37 ","262.10 "
10-03-2018,"280.40 ","279.04 ","280.85 ","291.72 ","279.42 ","274.24 ","261.98 "
10-02-2018,"279.27 ","278.86 ","280.03 ","291.56 ","279.27 ","274.02 ","261.84 "
10-01-2018,"279.79 ","278.71 ","280.58 ","291.73 ","279.43 ","273.78 ","261.70 "
09-28-2018,"277.76 ","277.72 ","279.00 ","290.72 ","278.46 ","273.53 ","261.56 "
09-27-2018,"278.16 ","277.87 ","279.60 ","290.69 ","278.43 ","273.30 ","261.42 "
09-26-2018,"278.64 ","277.21 ","279.92 ","289.88 ","277.66 ","273.09 ","261.28 "
09-25-2018,"279.24 ","278.23 ","279.35 ","290.75 ","278.49 ","272.88 ","261.14 "
09-24-2018,"279.05 ","278.13 ","279.21 ","291.02 ","278.75 ","272.64 ","260.99 "
09-21-2018,"280.73 ","279.50 ","280.86 ","291.99 ","279.68 ","272.40 ","260.83 "
09-20-2018,"279.04 ","277.70 ","280.28 ","293.58 ","279.93 ","272.13 ","260.67 "
09-19-2018,"277.44 ","277.31 ","278.13 ","291.22 ","277.68 ","271.81 ","260.51 "
09-18-2018,"276.12 ","276.09 ","278.03 ","290.91 ","277.39 ","271.58 ","260.37 "
09-17-2018,"277.30 ","275.59 ","277.34 ","289.34 ","275.89 ","271.33 ","260.23 "
09-14-2018,"277.53 ","276.52 ","277.73 ","290.88 ","277.36 ","271.06 ","260.09 "
09-13-2018,"276.82 ","276.52 ","277.51 ","290.83 ","277.31 ","270.73 ","259.94 "
09-12-2018,"275.62 ","274.83 ","276.33 ","289.12 ","275.68 ","270.35 ","259.77 "
09-11-2018,"274.01 ","273.64 ","276.09 ","289.05 ","275.61 ","270.02 ","259.62 "
09-10-2018,"275.32 ","274.50 ","275.60 ","288.10 ","274.71 ","269.68 ","259.46 "
09-07-2018,"273.64 ","273.38 ","275.28 ","287.60 ","274.23 ","269.35 ","259.31 "
09-06-2018,"275.71 ","273.66 ","276.03 ","288.16 ","274.77 ","269.00 ","259.16 "
09-05-2018,"275.96 ","274.51 ","276.18 ","289.03 ","275.59 ","268.69 ","258.99 "
09-04-2018,"276.37 ","275.26 ","276.72 ","289.81 ","276.34 ","268.34 ","258.83 "
08-31-2018,"276.37 ","275.84 ","277.29 ","290.31 ","276.82 ","268.05 ","258.66 "
08-30-2018,"277.42 ","276.17 ","277.82 ","290.30 ","276.81 ","267.75 ","258.49 "
08-29-2018,"276.67 ","276.41 ","278.18 ","291.48 ","277.93 ","267.47 ","258.32 "
08-28-2018,"276.81 ","275.95 ","276.92 ","289.92 ","276.44 ","267.17 ","258.14 "
08-27-2018,"275.43 ","275.26 ","276.42 ","289.78 ","276.31 ","266.92 ","257.97 "
08-24-2018,"273.13 ","273.07 ","274.30 ","287.51 ","274.15 ","266.67 ","257.81 "
08-23-2018,"272.68 ","272.16 ","273.60 ","285.79 ","272.51 ","266.48 ","257.66 "
08-22-2018,"272.59 ","272.30 ","273.43 ","286.17 ","272.87 ","266.31 ","257.51 "
08-21-2018,"272.94 ","272.43 ","273.95 ","286.34 ","273.03 ","266.15 ","257.36 "
08-20-2018,"272.30 ","271.81 ","272.68 ","285.67 ","272.39 ","265.98 ","257.21 "
08-17-2018,"270.64 ","270.20 ","272.29 ","285.06 ","271.81 ","265.81 ","257.06 "
08-16-2018,"270.23 ","270.19 ","271.79 ","284.06 ","270.86 ","265.64 ","256.91 "
08-15-2018,"269.25 ","267.14 ","269.41 ","281.78 ","268.68 ","265.49 ","256.76 "
08-14-2018,"269.77 ","269.35 ","270.96 ","283.90 ","270.70 ","265.34 ","256.63 "
08-13-2018,"270.29 ","268.67 ","270.95 ","282.10 ","268.99 ","265.14 ","256.48 "
08-10-2018,"270.27 ","269.23 ","270.85 ","283.16 ","270.00 ","264.96 ","256.33 "
08-09-2018,"272.26 ","271.67 ","272.68 ","285.07 ","271.82 ","264.70 ","256.19 "
08-08-2018,"272.12 ","271.69 ","272.62 ","285.46 ","272.19 ","264.44 ","256.04 "
08-07-2018,"272.12 ","271.98 ","272.72 ","285.58 ","272.31 ","264.11 ","255.88 "
08-06-2018,"270.46 ","270.04 ","271.74 ","284.64 ","271.41 ","263.83 ","255.73 "
08-03-2018,"269.40 ","269.21 ","270.47 ","283.60 ","270.42 ","263.58 ","255.57 "
08-02-2018,"266.40 ","266.18 ","269.44 ","282.39 ","269.26 ","263.36 ","255.42 "
08-01-2018,"268.47 ","267.11 ","269.02 ","280.86 ","267.80 ","263.15 ","255.28 "
07-31-2018,"267.76 ","267.35 ","268.91 ","281.33 ","268.25 ","262.98 ","255.14 "
07-30-2018,"268.42 ","266.37 ","268.60 ","279.95 ","266.94 ","262.77 ","254.99 "
07-27-2018,"270.52 ","267.35 ","270.63 ","281.42 ","268.34 ","262.59 ","254.86 "
07-26-2018,"270.04 ","269.93 ","270.90 ","283.34 ","270.17 ","262.40 ","254.71 "
07-25-2018,"268.25 ","268.21 ","271.15 ","284.01 ","270.81 ","262.14 ","254.56 "
07-24-2018,"268.69 ","267.59 ","269.43 ","281.61 ","268.52 ","261.91 ","254.40 "
07-23-2018,"266.46 ","266.09 ","267.39 ","280.20 ","267.18 ","261.72 ","254.25 "
07-20-2018,"266.77 ","266.51 ","267.44 ","279.68 ","266.68 ","261.54 ","254.11 "
07-19-2018,"267.28 ","266.47 ","267.69 ","280.00 ","266.98 ","261.32 ","253.96 "
07-18-2018,"267.52 ","267.04 ","268.11 ","281.06 ","268.00 ","261.05 ","253.82 "
07-17-2018,"265.53 ","265.47 ","267.85 ","280.47 ","267.43 ","260.75 ","253.66 "
07-16-2018,"266.64 ","265.88 ","266.80 ","279.34 ","266.36 ","260.46 ","253.50 "
07-13-2018,"266.19 ","265.71 ","266.92 ","279.59 ","266.59 ","260.11 ","253.34 "
07-12-2018,"265.34 ","264.70 ","266.44 ","279.37 ","266.38 ","259.78 ","253.18 "
07-11-2018,"264.27 ","263.67 ","265.12 ","276.86 ","263.99 ","259.48 ","253.02 "
07-10-2018,"265.47 ","265.15 ","266.04 ","278.90 ","265.94 ","259.22 ","252.87 "
07-09-2018,"263.69 ","263.65 ","265.04 ","277.90 ","264.98 ","258.97 ","252.72 "
07-06-2018,"260.44 ","260.04 ","263.02 ","275.42 ","262.62 ","258.72 ","252.57 "
07-05-2018,"259.52 ","258.36 ","260.48 ","273.11 ","260.41 ","258.48 ","252.43 "
07-03-2018,"260.19 ","257.85 ","260.29 ","270.90 ","258.31 ","258.26 ","252.30 "
07-02-2018,"256.98 ","256.72 ","259.39 ","271.86 ","259.22 ","258.15 ","252.18 "
06-29-2018,"259.47 ","258.55 ","260.94 ","271.28 ","258.67 ","258.03 ","252.06 "
06-28-2018,"256.77 ","256.01 ","259.12 ","270.89 ","258.30 ","257.96 ","251.94 "
06-27-2018,"259.60 ","256.67 ","261.13 ","269.35 ","256.83 ","257.93 ","251.81 "
06-26-2018,"259.01 ","258.20 ","259.89 ","271.60 ","258.98 ","257.92 ","251.70 "
06-25-2018,"260.73 ","256.59 ","260.90 ","271.00 ","258.40 ","257.82 ","251.56 "
06-22-2018,"262.85 ","261.73 ","262.97 ","274.74 ","261.97 ","257.69 ","251.42 "
06-21-2018,"263.13 ","260.96 ","263.15 ","274.24 ","261.49 ","257.49 ","251.26 "
06-20-2018,"263.43 ","262.78 ","263.86 ","275.97 ","263.14 ","257.27 ","251.11 "
06-19-2018,"261.26 ","260.82 ","262.93 ","275.50 ","262.69 ","257.04 ","250.95 "
06-18-2018,"262.68 ","262.17 ","263.84 ","276.56 ","263.70 ","256.74 ","250.80 "
06-15-2018,"263.74 ","262.55 ","264.61 ","277.13 ","264.25 ","256.40 ","250.63 "
06-14-2018,"264.85 ","263.95 ","265.16 ","278.73 ","264.59 ","256.16 ","250.45 "
06-13-2018,"265.02 ","263.70 ","265.30 ","278.03 ","263.92 ","255.87 ","250.28 "
06-12-2018,"264.87 ","264.07 ","265.16 ","278.92 ","264.77 ","255.54 ","250.10 "
06-11-2018,"264.31 ","264.19 ","265.19 ","278.56 ","264.42 ","255.14 ","249.92 "
06-08-2018,"262.80 ","262.62 ","264.13 ","278.19 ","264.07 ","254.84 ","249.74 "
06-07-2018,"263.85 ","262.32 ","264.16 ","277.37 ","263.29 ","254.50 ","249.57 "
06-06-2018,"261.80 ","261.13 ","263.44 ","277.40 ","263.32 ","254.18 ","249.39 "
06-05-2018,"261.09 ","260.27 ","261.55 ","275.10 ","261.14 ","253.94 ","249.21 "
06-04-2018,"260.60 ","260.34 ","261.22 ","274.90 ","260.95 ","253.62 ","249.04 "
06-01-2018,"258.59 ","258.51 ","260.04 ","273.60 ","259.72 ","253.41 ","248.89 "
05-31-2018,"258.34 ","256.54 ","258.66 ","270.94 ","257.19 ","253.35 ","248.75 "
05-30-2018,"256.77 ","256.70 ","259.25 ","272.61 ","258.78 ","253.35 ","248.62 "
05-29-2018,"256.59 ","254.17 ","257.41 ","269.02 ","255.37 ","253.31 ","248.46 "
05-25-2018,"258.34 ","257.80 ","259.01 ","272.15 ","258.34 ","253.41 ","248.33 "
05-24-2018,"259.06 ","257.04 ","259.36 ","272.80 ","258.96 ","253.44 ","248.19 "
05-23-2018,"257.41 ","257.24 ","259.52 ","273.36 ","259.49 ","253.47 ","248.06 "
05-22-2018,"260.06 ","258.43 ","260.33 ","272.61 ","258.78 ","253.51 ","247.92 "
05-21-2018,"259.16 ","257.58 ","260.08 ","273.37 ","259.50 ","253.60 ","247.78 "
05-18-2018,"257.84 ","257.18 ","258.23 ","271.33 ","257.56 ","253.68 ","247.64 "
05-17-2018,"258.14 ","257.37 ","259.37 ","272.01 ","258.21 ","253.71 ","247.51 "
05-16-2018,"257.38 ","257.35 ","258.92 ","272.24 ","258.43 ","253.71 ","247.38 "
05-15-2018,"257.81 ","256.33 ","257.83 ","271.10 ","257.34 ","253.70 ","247.24 "
05-14-2018,"259.47 ","258.54 ","260.17 ","272.98 ","259.13 ","253.70 ","247.11 "
05-11-2018,"258.35 ","257.80 ","259.29 ","272.85 ","259.00 ","253.61 ","246.97 "
05-10-2018,"256.62 ","256.51 ","258.57 ","272.02 ","258.22 ","253.49 ","246.83 "
05-09-2018,"254.10 ","253.54 ","256.17 ","269.50 ","255.82 ","253.46 ","246.70 "
05-08-2018,"252.98 ","251.70 ","253.76 ","266.92 ","253.38 ","253.53 ","246.58 "
05-07-2018,"253.35 ","252.61 ","254.42 ","266.92 ","253.38 ","253.72 ","246.47 "
05-04-2018,"248.25 ","247.90 ","253.25 ","266.02 ","252.52 ","253.85 ","246.35 "
05-03-2018,"248.95 ","245.90 ","250.00 ","262.62 ","249.29 ","253.91 ","246.25 "
05-02-2018,"251.32 ","249.43 ","252.20 ","263.20 ","249.84 ","254.03 ","246.15 "
05-01-2018,"250.48 ","248.81 ","251.65 ","264.98 ","251.53 ","254.17 ","246.05 "
04-30-2018,"253.70 ","251.01 ","254.30 ","264.51 ","251.09 ","254.30 ","245.94 "
04-27-2018,"253.45 ","252.03 ","253.77 ","266.56 ","253.03 ","254.44 ","245.83 "
04-26-2018,"251.35 ","250.88 ","253.68 ","266.31 ","252.80 ","254.48 ","245.71 "
04-25-2018,"249.57 ","247.61 ","250.73 ","263.63 ","250.25 ","254.45 ","245.58 "
04-24-2018,"254.14 ","248.02 ","254.38 ","262.98 ","249.64 ","254.46 ","245.46 "
04-23-2018,"253.70 ","251.88 ","254.30 ","266.57 ","253.04 ","254.42 ","245.35 "
04-20-2018,"255.17 ","252.13 ","255.41 ","266.61 ","253.08 ","254.23 ","245.21 "
04-19-2018,"255.97 ","254.13 ","256.19 ","268.89 ","255.25 ","254.23 ","245.08 "
04-18-2018,"256.95 ","256.18 ","257.53 ","270.39 ","256.67 ","254.21 ","244.93 "
04-17-2018,"255.66 ","255.11 ","257.12 ","270.19 ","256.48 ","254.07 ","244.78 "
04-16-2018,"253.45 ","252.57 ","254.59 ","267.33 ","253.76 ","254.15 ","244.63 "
04-13-2018,"253.84 ","250.61 ","253.96 ","265.15 ","251.70 ","254.40 ","244.50 "
04-12-2018,"251.80 ","251.61 ","253.45 ","265.93 ","252.44 ","254.69 ","244.37 "
04-11-2018,"250.10 ","250.02 ","252.16 ","263.76 ","250.38 ","254.97 ","244.25 "
04-10-2018,"250.86 ","249.64 ","252.54 ","265.15 ","251.70 ","255.35 ","244.13 "
04-09-2018,"248.11 ","246.75 ","251.40 ","261.00 ","247.76 ","255.73 ","244.01 "
04-06-2018,"250.05 ","244.91 ","251.66 ","259.72 ","246.54 ","256.13 ","243.91 "
04-05-2018,"252.07 ","250.91 ","253.11 ","265.64 ","252.16 ","256.56 ","243.81 "
04-04-2018,"243.72 ","243.58 ","250.94 ","263.56 ","250.19 ","256.87 ","243.70 "
04-03-2018,"245.73 ","243.81 ","248.05 ","260.77 ","247.54 ","257.21 ","243.58 "
04-02-2018,"249.23 ","241.75 ","249.78 ","257.47 ","244.40 ","257.57 ","243.48 "
03-29-2018,"247.87 ","246.65 ","251.80 ","263.15 ","249.80 ","257.96 ","243.40 "
03-28-2018,"247.52 ","245.46 ","249.31 ","259.83 ","246.65 ","258.25 ","243.29 "
03-27-2018,"252.66 ","245.71 ","253.23 ","260.60 ","247.38 ","258.55 ","243.19 "
03-26-2018,"248.83 ","246.25 ","251.96 ","265.11 ","251.66 ","258.86 ","243.08 "
03-23-2018,"250.76 ","244.75 ","251.57 ","258.05 ","244.96 ","259.05 ","242.96 "
03-22-2018,"254.32 ","250.00 ","255.23 ","263.67 ","250.29 ","259.33 ","242.87 "
03-21-2018,"257.15 ","256.48 ","259.40 ","270.43 ","256.71 ","259.52 ","242.75 "
03-20-2018,"257.19 ","256.47 ","257.88 ","270.95 ","257.20 ","259.56 ","242.60 "
03-19-2018,"259.48 ","254.99 ","260.47 ","270.49 ","256.76 ","259.59 ","242.46 "
03-16-2018,"260.57 ","260.23 ","261.42 ","274.20 ","260.29 ","259.59 ","242.31 "
03-15-2018,"260.84 ","259.47 ","261.53 ","275.00 ","260.00 ","259.50 ","242.13 "
03-14-2018,"262.66 ","259.69 ","262.86 ","275.30 ","260.29 ","259.38 ","241.95 "
03-13-2018,"264.58 ","260.98 ","265.12 ","276.72 ","261.63 ","259.22 ","241.78 "
03-12-2018,"263.98 ","262.92 ","264.65 ","278.52 ","263.33 ","259.05 ","241.60 "
03-09-2018,"260.67 ","260.33 ","263.66 ","278.87 ","263.66 ","258.84 ","241.40 "
03-08-2018,"258.63 ","257.56 ","259.29 ","274.10 ","259.15 ","258.62 ","241.20 "
03-07-2018,"255.67 ","255.47 ","258.28 ","272.78 ","257.91 ","258.50 ","241.02 "
03-06-2018,"258.40 ","256.39 ","258.48 ","272.88 ","258.00 ","258.40 ","240.84 "
03-05-2018,"253.13 ","253.02 ","258.01 ","272.19 ","257.35 ","258.29 ","240.65 "
03-02-2018,"251.31 ","250.38 ","255.01 ","269.08 ","254.41 ","258.19 ","240.46 "
03-01-2018,"256.61 ","251.49 ","258.27 ","267.70 ","253.10 ","258.18 ","240.31 "
02-28-2018,"260.65 ","256.50 ","261.13 ","271.65 ","256.84 ","258.15 ","240.16 "
02-27-2018,"262.94 ","259.40 ","263.71 ","274.43 ","259.47 ","258.01 ","239.99 "
02-26-2018,"260.88 ","260.25 ","262.85 ","277.90 ","262.75 ","257.84 ","239.81 "
02-23-2018,"256.97 ","256.46 ","259.73 ","274.71 ","259.73 ","257.61 ","239.61 "
02-22-2018,"256.32 ","254.94 ","258.16 ","270.40 ","255.65 ","257.42 ","239.43 "
02-21-2018,"257.07 ","255.22 ","259.74 ","270.05 ","255.32 ","257.31 ","239.27 "
02-20-2018,"257.20 ","255.75 ","258.75 ","271.40 ","256.60 ","257.17 ","239.11 "
02-16-2018,"257.47 ","257.42 ","260.31 ","273.11 ","258.22 ","256.99 ","238.94 "
02-15-2018,"256.76 ","254.11 ","258.15 ","273.03 ","258.14 ","256.77 ","238.76 "
02-14-2018,"249.90 ","249.89 ","255.28 ","269.59 ","254.89 ","256.58 ","238.58 "
02-13-2018,"249.58 ","248.95 ","252.08 ","266.00 ","251.49 ","256.46 ","238.41 "
02-12-2018,"249.44 ","247.40 ","252.45 ","265.34 ","250.87 ","256.41 ","238.27 "
02-09-2018,"246.58 ","239.13 ","249.24 ","261.50 ","247.24 ","256.34 ","238.12 "
02-08-2018,"253.40 ","243.54 ","253.55 ","257.63 ","243.58 ","256.34 ","238.00 "
02-07-2018,"253.86 ","252.99 ","257.51 ","267.67 ","253.07 ","256.36 ","237.89 "
02-06-2018,"245.77 ","244.59 ","254.99 ","269.13 ","254.45 ","256.20 ","237.73 "
02-05-2018,"258.54 ","248.95 ","260.81 ","263.93 ","249.54 ","256.00 ","237.55 "
02-02-2018,"264.81 ","260.39 ","264.95 ","275.45 ","260.43 ","255.90 ","237.40 "
02-01-2018,"265.74 ","265.37 ","267.62 ","281.58 ","266.23 ","255.55 ","237.18 "
01-31-2018,"267.31 ","265.37 ","267.85 ","281.90 ","266.53 ","255.08 ","236.94 "
01-30-2018,"267.19 ","265.88 ","269.21 ","281.76 ","266.40 ","254.61 ","236.70 "
01-29-2018,"270.34 ","268.99 ","270.81 ","284.68 ","269.16 ","254.11 ","236.45 "
01-26-2018,"268.75 ","268.48 ","271.00 ","286.58 ","270.95 ","253.57 ","236.20 "
01-25-2018,"268.66 ","267.01 ","268.77 ","283.30 ","267.85 ","253.01 ","235.94 "
01-24-2018,"268.53 ","266.47 ","269.18 ","283.18 ","267.74 ","252.51 ","235.69 "
01-23-2018,"267.32 ","266.97 ","268.15 ","283.29 ","267.84 ","252.02 ","235.45 "
01-22-2018,"264.89 ","264.84 ","267.27 ","282.69 ","267.27 ","251.53 ","235.21 "
01-19-2018,"264.54 ","263.92 ","265.12 ","280.41 ","265.12 ","251.05 ","234.96 "
01-18-2018,"264.24 ","263.39 ","264.69 ","279.14 ","263.92 ","250.62 ","234.73 "
01-17-2018,"262.87 ","261.87 ","264.78 ","279.61 ","264.36 ","250.21 ","234.51 "
01-16-2018,"264.12 ","261.12 ","264.82 ","276.97 ","261.87 ","249.76 ","234.29 "
01-12-2018,"261.35 ","261.03 ","262.94 ","277.92 ","262.76 ","249.37 ","234.08 "
01-11-2018,"259.77 ","259.59 ","261.06 ","276.12 ","261.06 ","248.95 ","233.86 "
01-10-2018,"258.76 ","258.04 ","259.46 ","274.12 ","259.17 ","248.56 ","233.65 "
01-09-2018,"259.44 ","259.14 ","260.24 ","274.54 ","259.57 ","248.23 ","233.44 "
01-08-2018,"258.41 ","258.09 ","259.15 ","273.92 ","258.98 ","247.85 ","233.24 "
01-05-2018,"257.65 ","257.12 ","258.64 ","273.42 ","258.51 ","247.47 ","233.03 "
01-04-2018,"256.41 ","255.79 ","257.32 ","271.61 ","256.80 ","247.13 ","232.83 "
01-03-2018,"254.29 ","254.29 ","255.88 ","270.47 ","255.72 ","246.81 ","232.63 "
01-02-2018,"253.23 ","252.82 ","254.15 ","268.77 ","254.11 ","246.53 ","232.46 "
12-29-2017,"253.89 ","252.10 ","253.91 ","266.86 ","252.31 ","246.26 ","232.29 "
12-28-2017,"253.28 ","252.87 ","253.31 ","267.87 ","253.26 ","246.02 ","232.14 "
12-27-2017,"252.80 ","252.45 ","253.13 ","267.32 ","252.74 ","245.77 ","231.98 "
12-26-2017,"252.49 ","252.33 ","252.85 ","267.19 ","252.62 ","245.51 ","231.81 "
12-22-2017,"253.01 ","252.35 ","253.04 ","267.51 ","252.92 ","245.26 ","231.65 "
12-21-2017,"253.14 ","252.72 ","253.75 ","267.58 ","252.99 ","244.99 ","231.49 "
12-20-2017,"253.64 ","252.15 ","253.70 ","267.03 ","252.47 ","244.73 ","231.32 "
12-19-2017,"253.84 ","252.53 ","253.89 ","267.17 ","252.60 ","244.47 ","231.16 "
12-18-2017,"253.48 ","253.37 ","253.95 ","268.20 ","253.57 ","244.19 ","230.99 "
12-15-2017,"250.97 ","250.92 ","252.48 ","266.51 ","251.98 ","243.91 ","230.83 "
12-14-2017,"251.24 ","249.84 ","251.36 ","265.66 ","249.90 ","243.66 ","230.67 "
12-13-2017,"251.21 ","250.83 ","251.68 ","266.75 ","250.92 ","243.42 ","230.53 "
12-12-2017,"250.75 ","250.54 ","251.46 ","266.78 ","250.95 ","243.16 ","230.39 "
12-11-2017,"249.82 ","249.73 ","250.57 ","266.31 ","250.51 ","242.89 ","230.23 "
12-08-2017,"249.27 ","248.36 ","249.76 ","265.51 ","249.75 ","242.61 ","230.08 "
12-07-2017,"247.48 ","247.34 ","248.74 ","264.07 ","248.40 ","242.32 ","229.92 "
12-06-2017,"247.27 ","247.12 ","248.08 ","263.24 ","247.62 ","242.06 ","229.78 "
12-05-2017,"248.74 ","247.43 ","249.42 ","263.19 ","247.57 ","241.79 ","229.64 "
12-04-2017,"250.51 ","248.41 ","250.97 ","264.14 ","248.47 ","241.52 ","229.50 "
12-01-2017,"249.05 ","245.29 ","249.57 ","264.46 ","248.77 ","241.25 ","229.34 "
11-30-2017,"248.11 ","248.02 ","250.26 ","265.01 ","249.28 ","240.96 ","229.19 "
11-29-2017,"247.41 ","246.64 ","247.99 ","262.71 ","247.12 ","240.68 ","229.03 "
11-28-2017,"245.29 ","245.19 ","247.30 ","262.87 ","247.27 ","240.44 ","228.88 "
11-27-2017,"244.96 ","244.57 ","245.28 ","260.23 ","244.79 ","240.20 ","228.72 "
11-24-2017,"244.87 ","244.72 ","245.02 ","260.36 ","244.91 ","239.99 ","228.57 "
11-22-2017,"244.57 ","244.17 ","244.71 ","259.76 ","244.35 ","239.77 ","228.42 "
11-21-2017,"243.80 ","242.94 ","244.76 ","259.99 ","244.56 ","239.57 ","228.26 "
11-20-2017,"242.82 ","242.56 ","243.18 ","258.30 ","242.97 ","239.36 ","228.10 "
11-17-2017,"242.90 ","242.47 ","243.24 ","257.86 ","242.56 ","239.16 ","227.94 "
11-16-2017,"242.24 ","242.20 ","243.67 ","258.62 ","243.27 ","238.93 ","227.79 "
11-15-2017,"241.39 ","240.46 ","241.96 ","256.44 ","241.22 ","238.68 ","227.63 "
11-14-2017,"242.14 ","241.30 ","242.55 ","257.73 ","242.44 ","238.48 ","227.48 "
11-13-2017,"242.04 ","242.00 ","243.25 ","258.33 ","243.00 ","238.24 ","227.33 "
11-10-2017,"242.44 ","242.10 ","242.96 ","258.09 ","242.77 ","238.02 ","227.17 "
11-09-2017,"242.44 ","241.15 ","243.06 ","258.17 ","242.85 ","237.80 ","227.01 "
11-08-2017,"243.13 ","242.83 ","243.84 ","259.11 ","243.73 ","237.54 ","226.86 "
11-07-2017,"243.60 ","242.77 ","243.96 ","258.67 ","243.32 ","237.25 ","226.71 "
11-06-2017,"242.97 ","242.90 ","243.63 ","258.85 ","243.49 ","236.97 ","226.55 "
11-03-2017,"242.47 ","242.03 ","243.16 ","258.45 ","243.11 ","236.67 ","226.38 "
11-02-2017,"242.14 ","240.99 ","242.46 ","257.59 ","242.30 ","236.38 ","226.22 "
11-01-2017,"242.73 ","241.82 ","243.09 ","257.49 ","242.21 ","236.11 ","226.05 "
10-31-2017,"241.92 ","241.57 ","242.16 ","257.15 ","241.89 ","235.86 ","225.89 "
10-30-2017,"241.82 ","241.19 ","242.31 ","256.75 ","241.51 ","235.57 ","225.73 "
10-27-2017,"241.25 ","240.46 ","242.59 ","257.71 ","242.42 ","235.28 ","225.58 "
10-26-2017,"240.80 ","240.32 ","241.09 ","255.62 ","240.45 ","234.99 ","225.42 "
10-25-2017,"240.98 ","238.93 ","241.10 ","255.29 ","240.14 ","234.80 ","225.27 "
10-24-2017,"241.37 ","240.95 ","241.59 ","256.56 ","241.34 ","234.61 ","225.12 "
10-23-2017,"242.20 ","240.83 ","242.23 ","256.11 ","240.91 ","234.40 ","224.96 "
10-20-2017,"241.47 ","240.60 ","241.88 ","257.11 ","241.85 ","234.15 ","224.81 "
10-19-2017,"239.71 ","239.26 ","240.65 ","255.79 ","240.61 ","233.88 ","224.65 "
10-18-2017,"240.71 ","240.34 ","240.76 ","255.72 ","240.55 ","233.70 ","224.50 "
10-17-2017,"240.08 ","239.85 ","240.36 ","255.47 ","240.31 ","233.51 ","224.34 "
10-16-2017,"240.07 ","239.70 ","240.35 ","255.29 ","240.14 ","233.35 ","224.17 "
10-13-2017,"240.00 ","239.53 ","240.12 ","254.95 ","239.82 ","233.18 ","224.01 "
10-12-2017,"239.55 ","239.27 ","239.92 ","254.64 ","239.53 ","233.00 ","223.85 "
10-11-2017,"239.41 ","239.23 ","239.89 ","255.02 ","239.89 ","232.84 ","223.71 "
10-10-2017,"239.49 ","238.91 ","239.92 ","254.62 ","239.51 ","232.68 ","223.55 "
10-09-2017,"239.52 ","238.60 ","239.59 ","253.95 ","238.88 ","232.51 ","223.40 "
10-06-2017,"239.07 ","238.79 ","239.59 ","254.37 ","239.28 ","232.35 ","223.25 "
10-05-2017,"238.49 ","238.17 ","239.57 ","254.66 ","239.55 ","232.19 ","223.11 "
10-04-2017,"237.70 ","237.57 ","238.40 ","253.16 ","238.14 ","232.03 ","222.95 "
10-03-2017,"237.48 ","237.26 ","237.88 ","252.86 ","237.86 ","231.90 ","222.81 "
10-02-2017,"236.57 ","236.38 ","237.35 ","252.32 ","237.35 ","231.77 ","222.66 "
09-29-2017,"235.48 ","235.29 ","236.41 ","251.23 ","236.32 ","231.64 ","222.52 "
09-28-2017,"234.91 ","234.82 ","235.58 ","250.35 ","235.49 ","231.54 ","222.39 "
