Date,Close,Open,Low,High
04-Mar-2021,25.276,24.747,24.438,25.535
03-Mar-2021,24.716,24.470,24.409,24.907
02-Mar-2021,24.417,24.176,24.175,24.753
01-Mar-2021,24.534,25.038,24.345,25.116
26-Feb-2021,24.724,25.083,24.650,25.121
25-Feb-2021,25.223,25.287,25.041,25.492
24-Feb-2021,25.229,24.783,24.693,25.357
23-Feb-2021,24.915,25.349,24.619,25.350
22-Feb-2021,25.018,24.576,24.372,25.051
19-Feb-2021,24.533,24.252,24.247,24.827
18-Feb-2021,24.736,25.233,24.507,25.235
17-Feb-2021,24.956,24.522,24.488,24.981
16-Feb-2021,24.610,24.685,24.358,24.704
12-Feb-2021,24.125,23.578,23.482,24.252
11-Feb-2021,23.747,23.940,23.696,24.073
10-Feb-2021,23.944,23.627,23.522,24.004
09-Feb-2021,23.731,23.931,23.390,23.947
08-Feb-2021,23.711,23.567,23.524,23.733
05-Feb-2021,23.347,23.516,23.335,23.890
04-Feb-2021,23.316,23.001,22.757,23.338
03-Feb-2021,22.909,22.793,22.761,23.122
02-Feb-2021,22.761,22.617,22.509,23.202
01-Feb-2021,22.409,21.793,21.792,22.418
29-Jan-2021,21.426,21.738,21.406,21.976
28-Jan-2021,21.694,21.781,21.565,22.053
27-Jan-2021,21.898,21.714,21.594,22.071
26-Jan-2021,21.710,21.563,21.510,21.853
25-Jan-2021,21.625,21.308,21.280,21.632
22-Jan-2021,21.198,21.274,20.938,21.371
21-Jan-2021,21.498,21.534,21.324,21.570
20-Jan-2021,21.610,21.683,21.469,21.687
19-Jan-2021,21.547,21.572,21.454,21.730
15-Jan-2021,21.736,21.934,21.561,21.973
14-Jan-2021,21.925,21.953,21.726,22.142
13-Jan-2021,21.930,22.172,21.841,22.258
12-Jan-2021,22.044,21.888,21.872,22.307
11-Jan-2021,21.762,21.464,21.241,21.787
08-Jan-2021,21.674,21.385,21.261,21.702
07-Jan-2021,21.395,21.399,21.184,21.549
06-Jan-2021,21.328,21.131,20.905,21.499
05-Jan-2021,21.128,20.317,20.258,21.203
04-Jan-2021,20.218,20.743,20.182,20.929
31-Dec-2020,20.316,19.996,19.951,20.323
30-Dec-2020,20.000,19.937,19.798,20.133
29-Dec-2020,19.955,19.653,19.554,20.071
28-Dec-2020,19.559,19.611,19.484,19.894
24-Dec-2020,20.148,20.399,20.085,20.465
23-Dec-2020,20.360,20.284,20.283,20.667
22-Dec-2020,20.521,20.534,20.198,20.679
21-Dec-2020,20.538,20.439,20.053,20.559
18-Dec-2020,20.866,20.589,20.532,20.953
17-Dec-2020,20.573,20.778,20.453,20.821
16-Dec-2020,20.550,20.427,20.245,20.570
15-Dec-2020,20.464,20.277,20.141,20.504
14-Dec-2020,20.311,20.252,20.036,20.510
11-Dec-2020,20.045,20.028,19.849,20.138
10-Dec-2020,20.014,19.376,19.221,20.284
09-Dec-2020,19.337,19.339,19.288,19.654
08-Dec-2020,19.236,19.288,19.162,19.452
07-Dec-2020,19.267,19.463,19.149,19.508
04-Dec-2020,19.841,19.764,19.526,20.005
03-Dec-2020,19.515,20.093,19.384,20.136
02-Dec-2020,20.175,20.119,20.111,20.533
01-Dec-2020,20.280,20.622,20.067,20.650
30-Nov-2020,20.453,20.448,20.243,20.839
27-Nov-2020,20.441,20.676,20.352,20.720
25-Nov-2020,20.820,20.612,20.345,20.997
24-Nov-2020,20.459,19.853,19.799,20.493
23-Nov-2020,19.753,19.483,19.482,19.816
20-Nov-2020,19.381,19.195,19.107,19.440
19-Nov-2020,19.105,19.460,18.887,19.498
18-Nov-2020,19.479,19.316,19.307,19.834
17-Nov-2020,19.361,19.427,19.127,19.536
16-Nov-2020,19.408,19.663,19.379,19.983
13-Nov-2020,19.890,19.800,19.800,20.265
12-Nov-2020,20.071,20.427,20.007,20.464
11-Nov-2020,20.337,20.202,20.136,20.516
10-Nov-2020,20.083,19.520,19.475,20.217
09-Nov-2020,19.578,19.073,18.941,19.950
06-Nov-2020,18.904,19.251,18.877,19.347
05-Nov-2020,19.413,19.649,19.383,19.931
04-Nov-2020,19.745,19.589,19.274,19.832
03-Nov-2020,19.422,19.642,19.381,19.908
02-Nov-2020,19.739,19.451,19.221,19.772
30-Oct-2020,19.771,19.825,19.441,19.880
29-Oct-2020,19.678,20.091,19.001,20.100
28-Oct-2020,19.991,20.354,19.883,20.386
27-Oct-2020,20.558,20.191,20.009,20.666
26-Oct-2020,20.158,20.215,19.994,20.393
23-Oct-2020,20.348,20.658,20.315,20.756
22-Oct-2020,20.738,20.641,20.622,20.922
21-Oct-2020,20.770,20.920,20.733,21.068
20-Oct-2020,20.917,20.765,20.753,21.028
19-Oct-2020,20.853,20.804,20.743,20.963
16-Oct-2020,20.887,20.877,20.693,21.007
15-Oct-2020,20.902,20.857,20.545,20.939
14-Oct-2020,20.769,20.539,20.343,20.817
13-Oct-2020,20.715,20.497,20.494,20.771
12-Oct-2020,20.619,20.960,20.527,20.963
09-Oct-2020,20.668,20.523,20.458,20.905
08-Oct-2020,20.515,20.123,20.057,20.578
07-Oct-2020,20.115,19.890,19.689,20.399
06-Oct-2020,20.078,20.035,19.992,20.555
05-Oct-2020,19.963,19.294,19.253,20.426
02-Oct-2020,18.806,19.268,18.563,19.310
01-Oct-2020,19.496,20.030,18.984,20.112
30-Sep-2020,19.881,19.478,19.279,19.957
29-Sep-2020,19.760,20.676,19.555,20.764
28-Sep-2020,20.860,20.773,20.424,20.898
25-Sep-2020,20.769,20.942,20.678,21.173
24-Sep-2020,21.035,20.576,20.518,21.110
23-Sep-2020,20.629,19.750,19.614,20.937
22-Sep-2020,19.944,20.259,19.718,20.357
21-Sep-2020,20.281,20.477,19.858,20.544
18-Sep-2020,20.555,20.238,20.168,20.587
17-Sep-2020,20.372,20.234,19.962,20.451
16-Sep-2020,20.353,20.342,20.158,20.514
15-Sep-2020,20.160,19.875,19.750,20.234
14-Sep-2020,19.934,20.129,19.869,20.268
11-Sep-2020,19.968,20.112,19.893,20.191
10-Sep-2020,20.154,20.547,20.135,20.628
09-Sep-2020,20.592,20.170,20.086,20.720
08-Sep-2020,20.353,21.195,20.157,21.258
04-Sep-2020,21.482,21.546,21.168,21.830
03-Sep-2020,21.633,21.801,21.394,21.842
02-Sep-2020,21.777,22.110,21.678,22.190
01-Sep-2020,22.020,22.153,21.921,22.270
31-Aug-2020,21.998,22.154,21.792,22.287
28-Aug-2020,22.141,22.144,21.951,22.259
27-Aug-2020,22.163,21.862,21.811,22.188
26-Aug-2020,21.967,22.046,21.920,22.201
25-Aug-2020,22.100,22.006,21.887,22.267
24-Aug-2020,21.995,21.713,21.662,22.122
21-Aug-2020,21.764,21.841,21.308,21.895
20-Aug-2020,21.826,21.931,21.675,21.981
19-Aug-2020,22.058,22.082,21.842,22.105
18-Aug-2020,22.099,21.726,21.726,22.107
17-Aug-2020,21.838,21.797,21.564,21.883
14-Aug-2020,21.687,21.342,21.232,21.756
13-Aug-2020,21.351,21.431,21.214,21.553
12-Aug-2020,21.383,21.100,21.025,21.437
11-Aug-2020,21.139,21.256,21.109,21.577
10-Aug-2020,21.133,21.379,21.078,21.495
07-Aug-2020,21.238,21.259,21.055,21.404
06-Aug-2020,21.217,21.479,21.183,21.814
05-Aug-2020,21.403,21.148,21.110,21.949
04-Aug-2020,21.201,20.717,20.370,21.280
03-Aug-2020,20.746,19.569,19.510,20.967
31-Jul-2020,19.449,19.640,19.318,19.751
30-Jul-2020,19.488,20.169,19.240,20.200
29-Jul-2020,20.220,19.862,19.808,20.241
28-Jul-2020,19.912,19.844,19.727,19.982
27-Jul-2020,19.757,19.899,19.448,20.028
24-Jul-2020,20.017,19.817,19.611,20.028
23-Jul-2020,19.845,19.745,19.565,20.077
22-Jul-2020,19.674,19.551,19.313,19.715
21-Jul-2020,19.698,19.260,19.221,19.807
20-Jul-2020,19.204,19.230,18.868,19.294
17-Jul-2020,19.415,19.503,19.279,19.583
16-Jul-2020,19.521,19.834,19.428,19.848
15-Jul-2020,19.819,19.584,19.419,19.839
14-Jul-2020,19.482,19.171,19.113,19.634
13-Jul-2020,19.505,19.658,19.459,19.779
10-Jul-2020,19.815,19.363,19.053,19.869
09-Jul-2020,19.463,19.950,19.439,20.171
08-Jul-2020,19.962,20.056,19.912,20.128
07-Jul-2020,20.119,19.926,19.795,20.348
06-Jul-2020,19.937,19.543,19.528,20.042
02-Jul-2020,19.540,19.084,19.080,19.567
01-Jul-2020,19.004,19.119,18.715,19.359
30-Jun-2020,19.060,18.957,18.850,19.212
29-Jun-2020,19.028,18.183,18.053,19.156
26-Jun-2020,18.185,18.438,18.003,18.516
25-Jun-2020,18.345,18.494,18.083,18.556
24-Jun-2020,18.589,19.310,18.488,19.417
23-Jun-2020,19.390,19.441,19.354,19.843
22-Jun-2020,19.618,19.508,19.365,19.703
19-Jun-2020,19.418,19.177,19.119,19.646
18-Jun-2020,19.154,18.737,18.717,19.202
17-Jun-2020,18.922,18.714,18.614,19.084
16-Jun-2020,18.904,18.638,18.579,19.182
15-Jun-2020,18.708,18.351,18.103,18.777
12-Jun-2020,18.602,18.631,18.417,19.032
11-Jun-2020,18.882,19.497,18.661,19.506
10-Jun-2020,19.735,19.343,19.142,19.829
09-Jun-2020,19.549,19.660,19.238,19.697
08-Jun-2020,19.448,19.808,19.383,20.049
05-Jun-2020,19.796,19.147,19.136,20.051
04-Jun-2020,19.184,18.966,18.852,19.235
03-Jun-2020,19.115,19.117,18.706,19.292
02-Jun-2020,18.911,18.512,18.485,18.943
01-Jun-2020,18.419,18.470,18.075,18.582
29-May-2020,18.656,17.959,17.635,18.701
28-May-2020,18.056,17.958,17.712,18.302
27-May-2020,18.160,18.645,18.107,18.869
26-May-2020,18.811,18.531,18.429,18.996
22-May-2020,18.278,18.238,17.569,18.303
21-May-2020,18.387,18.469,18.227,18.744
20-May-2020,18.515,18.405,18.300,19.036
19-May-2020,18.451,18.532,18.251,18.757
18-May-2020,18.402,17.747,17.632,18.852
15-May-2020,17.165,17.031,16.948,17.414
14-May-2020,16.949,16.308,16.274,17.008
13-May-2020,16.336,16.749,16.199,17.013
12-May-2020,16.991,17.395,16.954,17.679
11-May-2020,17.377,17.648,17.269,17.969
08-May-2020,17.726,17.600,17.295,17.875
07-May-2020,17.455,17.738,17.428,18.435
06-May-2020,17.636,18.371,17.388,18.659
05-May-2020,18.558,17.820,17.776,18.681
04-May-2020,17.093,16.499,16.444,17.133
01-May-2020,16.558,16.794,16.363,17.061
30-Apr-2020,16.756,16.018,16.004,16.872
29-Apr-2020,15.698,15.849,15.501,16.164
28-Apr-2020,15.472,15.457,15.066,15.939
27-Apr-2020,15.470,15.808,15.026,15.879
24-Apr-2020,16.069,16.443,15.960,16.754
23-Apr-2020,16.304,16.618,16.202,17.280
22-Apr-2020,16.375,16.036,14.899,16.839
21-Apr-2020,15.655,18.177,15.403,18.257
20-Apr-2020,17.989,18.149,17.557,18.187
17-Apr-2020,18.204,18.370,17.968,18.550
16-Apr-2020,18.037,18.046,17.488,18.157
15-Apr-2020,17.722,18.692,17.689,18.732
14-Apr-2020,18.623,19.474,18.590,19.542
13-Apr-2020,19.250,19.587,18.910,19.654
09-Apr-2020,19.037,19.916,19.008,20.574
08-Apr-2020,19.528,19.951,19.306,20.016
07-Apr-2020,19.501,20.054,19.464,20.190
06-Apr-2020,19.482,19.177,19.153,19.819
03-Apr-2020,19.439,17.912,17.645,19.468
02-Apr-2020,18.039,16.993,16.888,19.420
01-Apr-2020,16.657,17.292,16.636,17.318
31-Mar-2020,17.358,17.894,17.341,18.277
30-Mar-2020,17.547,17.339,17.141,17.598
27-Mar-2020,17.946,18.392,17.695,18.440
26-Mar-2020,18.212,18.633,18.092,18.866
25-Mar-2020,18.842,19.055,18.265,19.152
24-Mar-2020,18.583,18.660,18.287,18.873
23-Mar-2020,17.974,17.524,17.397,18.116
20-Mar-2020,18.064,18.914,18.008,20.166
19-Mar-2020,19.001,18.090,17.409,19.069
18-Mar-2020,17.221,19.461,16.953,19.582
17-Mar-2020,19.510,20.619,19.484,20.772
16-Mar-2020,20.292,21.373,20.150,21.460
13-Mar-2020,21.983,21.548,21.520,23.062
12-Mar-2020,21.929,21.916,21.385,22.317
11-Mar-2020,23.073,24.278,23.032,24.278
10-Mar-2020,23.711,22.707,22.436,23.811
09-Mar-2020,21.951,20.921,19.918,22.797
06-Mar-2020,25.388,27.093,25.347,27.210
05-Mar-2020,27.464,28.384,27.420,28.424
04-Mar-2020,28.095,28.346,27.911,28.714
03-Mar-2020,28.082,28.377,27.802,28.883
02-Mar-2020,27.823,27.567,26.949,27.981
28-Feb-2020,26.756,27.408,26.428,27.415
27-Feb-2020,27.765,28.159,27.140,28.221
26-Feb-2020,28.671,29.417,28.528,29.517
25-Feb-2020,29.374,30.105,29.338,30.200
24-Feb-2020,29.919,30.326,29.588,30.386
21-Feb-2020,31.057,31.164,30.667,31.214
20-Feb-2020,31.422,31.514,31.381,31.982
19-Feb-2020,31.516,30.992,30.987,31.563
18-Feb-2020,31.028,30.711,30.521,31.048
14-Feb-2020,30.599,30.336,30.256,30.728
13-Feb-2020,30.400,30.412,30.096,30.653
12-Feb-2020,30.350,29.835,29.793,30.465
11-Feb-2020,29.515,29.512,29.398,29.717
10-Feb-2020,29.271,29.825,29.204,29.836
07-Feb-2020,30.054,30.364,29.918,30.402
06-Feb-2020,30.226,30.618,29.830,30.810
05-Feb-2020,30.163,29.893,29.528,30.538
04-Feb-2020,29.653,29.691,29.625,30.192
03-Feb-2020,29.553,30.212,29.482,30.515
31-Jan-2020,30.305,30.862,30.113,30.899
30-Jan-2020,30.473,30.977,30.266,31.030
29-Jan-2020,31.194,31.653,31.018,31.722
28-Jan-2020,31.381,30.920,30.805,31.607
27-Jan-2020,31.022,31.317,30.843,31.393
24-Jan-2020,31.541,32.327,31.416,32.446
23-Jan-2020,32.282,32.468,32.038,32.587
22-Jan-2020,32.668,33.198,32.596,33.215
21-Jan-2020,33.255,33.480,33.114,33.550
17-Jan-2020,33.781,34.047,33.678,34.141
16-Jan-2020,34.085,34.270,34.002,34.464
15-Jan-2020,34.063,34.505,33.968,34.546
14-Jan-2020,34.576,34.611,34.404,34.939
13-Jan-2020,34.520,34.839,34.359,35.009
10-Jan-2020,34.934,34.954,34.848,35.160
09-Jan-2020,35.011,35.256,34.524,35.283
08-Jan-2020,35.049,36.535,34.787,36.714
07-Jan-2020,36.320,36.176,36.073,36.434
06-Jan-2020,36.515,37.057,36.337,37.230
03-Jan-2020,36.399,36.281,36.114,36.756
02-Jan-2020,35.501,35.671,35.316,35.787
31-Dec-2019,35.606,35.937,35.430,36.043
30-Dec-2019,35.944,36.162,35.724,36.389
27-Dec-2019,36.099,36.187,35.862,36.211
26-Dec-2019,36.203,35.930,35.879,36.225
24-Dec-2019,35.678,35.572,35.495,35.766
23-Dec-2019,35.492,35.459,35.328,35.612
20-Dec-2019,35.682,35.806,35.530,35.940
19-Dec-2019,35.766,35.623,35.484,35.858
18-Dec-2019,35.600,35.544,35.350,35.676
17-Dec-2019,35.714,35.449,35.334,35.778
16-Dec-2019,35.449,35.189,35.131,35.577
13-Dec-2019,35.204,35.035,34.857,35.482
12-Dec-2019,34.901,34.575,34.566,35.051
11-Dec-2019,34.466,34.699,34.307,34.867
10-Dec-2019,34.851,34.662,34.439,34.954
09-Dec-2019,34.649,34.634,34.308,34.695
06-Dec-2019,34.990,34.817,34.569,35.506
05-Dec-2019,34.933,34.728,34.698,35.230
04-Dec-2019,34.736,34.151,33.917,34.880
03-Dec-2019,33.997,33.806,33.652,34.380
02-Dec-2019,33.689,33.910,33.487,34.239
29-Nov-2019,33.357,35.156,33.311,35.201
27-Nov-2019,35.221,35.379,35.023,35.644
26-Nov-2019,35.468,35.346,35.136,35.521
25-Nov-2019,35.377,35.671,35.015,35.719
22-Nov-2019,35.665,35.554,35.476,35.991
21-Nov-2019,35.661,34.949,34.829,35.669
20-Nov-2019,34.977,34.214,34.082,35.158
19-Nov-2019,34.206,34.930,34.149,35.026
18-Nov-2019,35.002,35.679,34.890,35.736
15-Nov-2019,35.781,35.354,34.961,35.998
14-Nov-2019,35.282,35.551,35.267,35.776
13-Nov-2019,35.274,35.129,34.801,35.345
12-Nov-2019,35.185,35.207,35.054,35.557
11-Nov-2019,35.270,35.393,35.117,35.576
08-Nov-2019,35.836,35.725,35.115,35.877
07-Nov-2019,35.787,35.712,35.642,36.145
06-Nov-2019,35.735,36.176,35.703,36.529
05-Nov-2019,36.299,35.941,35.901,36.455
04-Nov-2019,35.903,35.533,35.492,36.221
01-Nov-2019,35.370,34.317,34.182,35.384
31-Oct-2019,34.282,34.902,34.134,35.134
30-Oct-2019,34.805,34.927,34.656,35.257
29-Oct-2019,35.018,34.806,34.622,35.330
28-Oct-2019,34.819,34.957,34.664,35.233
25-Oct-2019,34.802,34.581,34.342,34.831
24-Oct-2019,34.681,34.259,34.179,34.756
23-Oct-2019,34.355,33.774,33.535,34.394
22-Oct-2019,33.904,33.651,33.520,34.122
21-Oct-2019,33.550,33.857,33.166,33.962
18-Oct-2019,33.939,33.985,33.765,34.233
17-Oct-2019,34.008,33.681,33.528,34.028
16-Oct-2019,33.826,33.733,33.570,34.027
15-Oct-2019,33.683,33.744,33.357,34.000
14-Oct-2019,33.795,34.146,33.449,34.170
11-Oct-2019,34.167,33.560,33.497,34.196
10-Oct-2019,33.453,33.126,32.972,33.536
09-Oct-2019,33.197,33.230,33.150,33.701
08-Oct-2019,33.284,33.467,32.897,33.593
07-Oct-2019,33.377,33.265,33.225,33.881
04-Oct-2019,33.482,33.297,33.148,33.717
03-Oct-2019,33.128,32.982,32.160,33.223
02-Oct-2019,32.893,33.758,32.757,33.809
01-Oct-2019,33.510,33.929,33.315,34.071
30-Sep-2019,33.786,34.748,33.774,34.798
27-Sep-2019,34.773,34.940,34.294,35.134
26-Sep-2019,35.087,35.324,34.587,35.567
25-Sep-2019,35.271,35.413,34.753,35.504
24-Sep-2019,35.640,36.209,35.490,36.224
23-Sep-2019,36.318,36.298,35.676,36.340
20-Sep-2019,36.139,36.505,36.106,36.746
19-Sep-2019,36.272,36.341,36.234,36.990
18-Sep-2019,36.345,36.754,36.052,36.997
17-Sep-2019,36.880,38.078,36.645,38.517
16-Sep-2019,38.482,37.390,36.682,38.566
13-Sep-2019,34.816,34.728,34.466,34.948
12-Sep-2019,34.748,35.130,34.125,35.172
11-Sep-2019,35.004,35.820,34.938,36.137
10-Sep-2019,35.739,36.038,35.711,36.334
09-Sep-2019,35.804,35.193,35.177,35.939
06-Sep-2019,35.045,34.649,33.928,35.162
05-Sep-2019,34.715,34.626,34.389,35.202
04-Sep-2019,34.571,33.281,33.214,34.609
03-Sep-2019,33.181,33.396,32.735,33.404
30-Aug-2019,33.470,34.086,33.171,34.153
29-Aug-2019,34.149,33.596,33.499,34.201
28-Aug-2019,33.663,33.357,33.307,34.040
27-Aug-2019,33.123,32.958,32.736,33.154
26-Aug-2019,32.847,32.672,32.658,33.416
23-Aug-2019,32.857,33.306,32.488,33.357
22-Aug-2019,33.301,33.557,33.171,33.784
21-Aug-2019,33.546,33.676,33.503,34.074
20-Aug-2019,33.607,33.480,33.094,33.700
19-Aug-2019,33.446,33.165,32.891,33.469
16-Aug-2019,33.019,33.041,32.791,33.356
15-Aug-2019,32.983,33.100,32.555,33.284
14-Aug-2019,33.185,33.828,32.679,33.918
13-Aug-2019,33.991,32.739,32.505,34.116
12-Aug-2019,32.775,32.625,32.422,32.983
09-Aug-2019,32.750,32.141,32.027,32.949
08-Aug-2019,32.140,32.183,31.823,32.327
07-Aug-2019,31.475,32.669,31.339,32.726
06-Aug-2019,32.718,33.263,32.659,33.350
05-Aug-2019,32.987,33.603,32.895,33.621
02-Aug-2019,33.851,33.861,33.695,34.129
01-Aug-2019,33.560,35.230,33.422,35.403
31-Jul-2019,35.551,35.222,35.123,35.679
30-Jul-2019,34.997,34.605,34.559,35.084
29-Jul-2019,34.461,34.390,34.075,34.561
26-Jul-2019,34.407,34.634,34.259,34.802
25-Jul-2019,34.653,34.555,34.533,34.959
24-Jul-2019,34.506,35.074,34.269,35.213
23-Jul-2019,34.983,34.789,34.559,35.052
22-Jul-2019,34.767,34.753,34.493,35.063
19-Jul-2019,34.334,34.664,34.066,34.760
18-Jul-2019,34.199,34.942,33.974,35.251
17-Jul-2019,34.915,35.330,34.866,35.658
16-Jul-2019,35.301,36.281,35.123,36.400
15-Jul-2019,36.387,36.634,36.297,36.997
12-Jul-2019,36.848,36.851,36.699,37.023
11-Jul-2019,36.755,37.123,36.685,37.297
10-Jul-2019,36.954,35.989,35.980,36.979
09-Jul-2019,35.728,35.466,35.383,35.803
08-Jul-2019,35.542,35.653,35.456,35.831
05-Jul-2019,35.579,34.791,34.666,35.682
03-Jul-2019,35.054,34.486,34.322,35.075
02-Jul-2019,34.440,35.587,34.382,35.852
01-Jul-2019,35.646,36.115,35.301,36.384
28-Jun-2019,35.575,35.930,35.468,36.128
27-Jun-2019,35.977,35.776,35.503,36.086
26-Jun-2019,35.865,35.518,35.470,36.110
25-Jun-2019,35.198,35.046,34.799,35.324
24-Jun-2019,35.063,34.947,34.623,35.081
21-Jun-2019,34.708,34.654,34.295,34.970
20-Jun-2019,34.397,33.853,33.799,34.676
19-Jun-2019,33.517,33.808,33.480,33.972
18-Jun-2019,33.746,33.215,33.031,34.029
17-Jun-2019,33.316,33.857,33.254,33.886
14-Jun-2019,33.735,33.394,33.177,33.925
13-Jun-2019,33.356,32.940,32.852,33.936
12-Jun-2019,33.018,33.614,32.962,33.618
11-Jun-2019,33.964,33.907,33.720,34.064
10-Jun-2019,33.753,34.011,33.640,34.238
07-Jun-2019,33.964,33.580,33.347,34.122
06-Jun-2019,33.259,33.166,32.657,33.369
05-Jun-2019,33.096,33.797,32.688,33.925
04-Jun-2019,33.948,33.748,33.377,34.079
03-Jun-2019,33.798,33.931,33.719,34.640
31-May-2019,34.282,35.761,34.259,35.783
30-May-2019,35.943,37.191,35.870,37.355
29-May-2019,37.142,37.185,36.590,37.280
28-May-2019,37.302,37.329,37.122,37.505
24-May-2019,36.986,36.864,36.434,37.002
23-May-2019,36.631,37.904,36.407,37.924
22-May-2019,38.017,38.761,37.893,38.775
21-May-2019,38.917,39.171,38.744,39.202
20-May-2019,39.091,39.418,38.960,39.468
17-May-2019,39.051,39.424,38.958,39.494
16-May-2019,39.264,38.896,38.773,39.490
15-May-2019,38.691,38.465,38.261,38.886
14-May-2019,38.573,38.173,38.024,38.687
13-May-2019,38.144,38.331,37.999,39.217
10-May-2019,38.339,38.480,38.071,38.559
09-May-2019,38.179,38.125,37.814,38.376
08-May-2019,38.361,38.021,37.652,38.457
07-May-2019,37.845,38.302,37.555,38.365
06-May-2019,38.304,37.776,37.649,38.496
03-May-2019,38.392,38.382,38.180,38.634
02-May-2019,38.379,39.122,37.976,39.124
01-May-2019,39.132,38.861,38.699,39.224
30-Apr-2019,39.024,38.701,38.680,39.419
