Date,NAV,Price
2016-11-18,10.31389,10.32
2016-11-21,10.73195,10.77
2016-11-22,10.68518,10.63
2016-11-23,10.66954,10.67
2016-11-24,10.66954,10.67
2016-11-25,10.24672,10.33
2016-11-28,10.47346,10.44
2016-11-29,10.06187,10.06
2016-11-30,10.99835,10.93
2016-12-01,11.35866,11.33
2016-12-02,11.49645,11.48
2016-12-05,11.5207,11.35
2016-12-06,11.32938,11.29
2016-12-07,11.07931,11.09
2016-12-08,11.30021,11.31
2016-12-09,11.42797,11.44
2016-12-12,11.71291,11.62
2016-12-13,11.75427,11.73
2016-12-14,11.35107,11.32
2016-12-15,11.32487,11.36
2016-12-16,11.53838,11.55
2016-12-19,11.56219,11.5
2016-12-20,11.61446,11.62
2016-12-21,11.43791,11.44
2016-12-22,11.53811,11.46
2016-12-23,11.55332,11.56
2016-12-26,11.55332,11.56
2016-12-27,11.74489,11.73
2016-12-28,11.77974,11.75
2016-12-29,11.7165,11.72
2016-12-30,11.70549,11.72
2017-01-02,11.70549,11.72
2017-01-03,11.40251,11.44
2017-01-04,11.6052,11.58
2017-01-05,11.71412,11.7
2017-01-06,11.7642,11.68
2017-01-09,11.32478,11.31
2017-01-10,11.07492,11.07
2017-01-11,11.37099,11.37
2017-01-12,11.53776,11.54
2017-01-13,11.38986,11.41
2017-01-16,11.38986,11.41
2017-01-17,11.41331,11.43
2017-01-18,11.11972,11.16
2017-01-19,11.16899,11.17
2017-01-20,11.40469,11.39
2017-01-23,11.30387,11.32
2017-01-24,11.39598,11.37
2017-01-25,11.3038,11.31
2017-01-26,11.5245,11.53
2017-01-27,11.39375,11.4
2017-01-30,11.27796,11.28
2017-01-31,11.31653,11.32
2017-02-01,11.54579,11.48
2017-02-02,11.47295,11.51
2017-02-03,11.53507,11.54
2017-02-06,11.35934,11.38
2017-02-07,11.17933,11.19
2017-02-08,11.21318,11.23
2017-02-09,11.34179,11.35
2017-02-10,11.52585,11.5
2017-02-13,11.33447,11.32
2017-02-14,11.39387,11.38
2017-02-15,11.37052,11.36
2017-02-16,11.40233,11.41
2017-02-17,11.40867,11.39
2017-02-20,11.40867,11.39
2017-02-21,11.52527,11.54
2017-02-22,11.36826,11.36
2017-02-23,11.55068,11.53
2017-02-24,11.45308,11.46
2017-02-27,11.46576,11.47
2017-02-28,11.45726,11.45
2017-03-01,11.41907,11.4
2017-03-02,11.16033,11.17
2017-03-03,11.31306,11.29
2017-03-06,11.2855,11.28
2017-03-07,11.27278,11.27
2017-03-08,10.67196,10.67
2017-03-09,10.46052,10.53
2017-03-10,10.29229,10.29
2017-03-13,10.27305,10.28
2017-03-14,10.14917,10.19
2017-03-15,10.36534,10.38
2017-03-16,10.33594,10.36
2017-03-17,10.35063,10.33
2017-03-20,10.26666,10.27
2017-03-21,10.12604,10.11
2017-03-22,10.08406,10.12
2017-03-23,10.01271,10.01
2017-03-24,10.0694,10.09
2017-03-27,10.01899,10.04
2017-03-28,10.15335,10.15
2017-03-29,10.39265,10.37
2017-03-30,10.56898,10.57
2017-03-31,10.62147,10.64
2017-04-03,10.54592,10.55
2017-04-04,10.71183,10.71
2017-04-05,10.73703,10.68
2017-04-06,10.85257,10.86
2017-04-07,10.96381,10.96
2017-04-10,11.1391,11.14
2017-04-11,11.20401,11.17
2017-04-12,11.14745,11.11
2017-04-13,11.16414,11.13
2017-04-14,11.16414,11.13
2017-04-17,11.06218,11.06
2017-04-18,11.00808,11.04
2017-04-19,10.59153,10.62
2017-04-20,10.5624,10.54
2017-04-21,10.33542,10.32
2017-04-24,10.25428,10.25
2017-04-25,10.32304,10.36
2017-04-26,10.33555,10.26
2017-04-27,10.20017,10.24
2017-04-28,10.27516,10.24
2017-05-01,10.1732,10.15
2017-05-02,9.92749,9.92
2017-05-03,9.96087,9.93
2017-05-04,9.48182,9.46
2017-05-05,9.6276,9.66
2017-05-08,9.67141,9.67
2017-05-09,9.55573,9.57
2017-05-10,9.85407,9.86
2017-05-11,9.95724,9.94
2017-05-12,9.95073,9.95
2017-05-15,10.15529,10.17
2017-05-16,10.12229,10.11
2017-05-17,10.20701,10.19
2017-05-18,10.25868,10.26
2017-05-19,10.46736,10.48
2017-05-22,10.56245,10.54
2017-05-23,10.63272,10.64
2017-05-24,10.61003,10.6
2017-05-25,10.10186,10.04
2017-05-26,10.28781,10.28
2017-05-29,10.28781,10.28
2017-05-30,10.25905,10.24
2017-05-31,9.98229,9.96
2017-06-01,9.99057,9.91
2017-06-02,9.84605,9.86
2017-06-05,9.79255,9.8
2017-06-06,9.95588,9.97
2017-06-07,9.45142,9.46
2017-06-08,9.43368,9.43
2017-06-09,9.47102,9.49
2017-06-12,9.52219,9.52
2017-06-13,9.59418,9.6
2017-06-14,9.23652,9.23
2017-06-15,9.18515,9.18
2017-06-16,9.24481,9.24
2017-06-19,9.13391,9.12
2017-06-20,8.94486,8.95
2017-06-21,8.74344,8.71
2017-06-22,8.78667,8.78
2017-06-23,8.84223,8.86
2017-06-26,8.91841,8.93
2017-06-27,9.09529,9.1
2017-06-28,9.19813,9.2
2017-06-29,9.23725,9.21
2017-06-30,9.46551,9.5
2017-07-03,9.67717,9.62
2017-07-04,9.67717,9.62
2017-07-05,9.2785,9.25
2017-07-06,9.35882,9.31
2017-07-07,9.09262,9.1
2017-07-10,9.13155,9.13
2017-07-11,9.26093,9.27
2017-07-12,9.34873,9.33
2017-07-13,9.46961,9.47
2017-07-14,9.57207,9.59
2017-07-17,9.46584,9.45
2017-07-18,9.53963,9.54
2017-07-19,9.68919,9.69
2017-07-20,9.60738,9.61
2017-07-21,9.37199,9.34
2017-07-24,9.48899,9.5
2017-07-25,9.80647,9.81
2017-07-26,9.98265,9.96
2017-07-27,10.04212,10.06
2017-07-28,10.17946,10.17
2017-07-31,10.27395,10.28
2017-08-01,10.06723,10.09
2017-08-02,10.15551,10.14
2017-08-03,10.04103,10.02
2017-08-04,10.15386,10.13
2017-08-07,10.1154,10.1
2017-08-08,10.0705,10.06
2017-08-09,10.14915,10.15
2017-08-10,9.95072,9.91
2017-08-11,9.99605,9.99
2017-08-14,9.74307,9.72
2017-08-15,9.73716,9.75
2017-08-16,9.58216,9.57
2017-08-17,9.64351,9.62
2017-08-18,9.93351,9.97
2017-08-21,9.70318,9.71
2017-08-22,9.76454,9.77
2017-08-23,9.88306,9.88
2017-08-24,9.68312,9.71
2017-08-25,9.77307,9.75
2017-08-28,9.50803,9.53
2017-08-29,9.48164,9.46
2017-08-30,9.38373,9.38
2017-08-31,9.64312,9.63
2017-09-01,9.65545,9.67
2017-09-04,9.65545,9.67
2017-09-05,9.93566,9.92
2017-09-06,10.03787,10.04
2017-09-07,10.02236,10.03
2017-09-08,9.70905,9.73
2017-09-11,9.82404,9.82
2017-09-12,9.85007,9.87
2017-09-13,10.05223,10.07
2017-09-14,10.17357,10.13
2017-09-15,10.19184,10.2
2017-09-18,10.17398,10.17
2017-09-19,10.08317,10.11
2017-09-20,10.2429,10.24
2017-09-21,10.21473,10.25
2017-09-22,10.23707,10.24
2017-09-25,10.55264,10.55
2017-09-26,10.48403,10.49
2017-09-27,10.53669,10.52
2017-09-28,10.4196,10.43
2017-09-29,10.44201,10.43
2017-10-02,10.22196,10.21
2017-10-03,10.18973,10.18
2017-10-04,10.10093,10.08
2017-10-05,10.26473,10.25
2017-10-06,9.9617,9.97
2017-10-09,10.01969,10.0
2017-10-10,10.28518,10.28
2017-10-11,10.36004,10.36
2017-10-12,10.2253,10.23
2017-10-13,10.38604,10.37
2017-10-16,10.4687,10.46
2017-10-17,10.46278,10.49
2017-10-18,10.49302,10.48
2017-10-19,10.34254,10.35
2017-10-20,10.4089,10.43
2017-10-23,10.42132,10.42
2017-10-24,10.53589,10.54
2017-10-25,10.47779,10.48
2017-10-26,10.5703,10.57
2017-10-27,10.82344,10.84
2017-10-30,10.87405,10.87
2017-10-31,10.92039,10.93
2017-11-01,10.90446,10.9
2017-11-02,10.95282,10.99
2017-11-03,11.17386,11.18
2017-11-06,11.51768,11.51
2017-11-07,11.48788,11.49
2017-11-08,11.41051,11.41
2017-11-09,11.47938,11.46
2017-11-10,11.39719,11.42
2017-11-13,11.39563,11.38
2017-11-14,11.17972,11.13
2017-11-15,11.10584,11.09
2017-11-16,11.07197,11.07
2017-11-17,11.34416,11.35
2017-11-20,11.28655,11.28
2017-11-21,11.36872,11.4
2017-11-22,11.60691,11.6
2017-11-23,11.60691,11.6
2017-11-24,11.79326,11.79
2017-11-27,11.62564,11.59
2017-11-28,11.60181,11.58
2017-11-29,11.46393,11.47
2017-11-30,11.48409,11.47
2017-12-01,11.6763,11.67
2017-12-04,11.49874,11.49
2017-12-05,11.52891,11.54
2017-12-06,11.19772,11.2
2017-12-07,11.34253,11.33
2017-12-08,11.47931,11.49
2017-12-11,11.60136,11.6
2017-12-12,11.42367,11.44
2017-12-13,11.30992,11.33
2017-12-14,11.408,11.43
2017-12-15,11.45813,11.46
2017-12-18,11.43665,11.44
2017-12-19,11.50477,11.51
2017-12-20,11.61087,11.61
2017-12-21,11.66501,11.64
2017-12-22,11.6872,11.66
2017-12-25,11.6872,11.66
2017-12-26,11.98778,11.95
2017-12-27,11.92202,11.92
2017-12-28,11.96207,11.97
2017-12-29,12.07851,12.01
2018-01-01,12.07851,12.01
2018-01-02,12.06899,12.07
2018-01-03,12.32113,12.34
2018-01-04,12.39732,12.37
2018-01-05,12.28359,12.31
2018-01-08,12.34221,12.38
2018-01-09,12.584,12.57
2018-01-10,12.69992,12.68
2018-01-11,12.75032,12.7
2018-01-12,12.86034,12.87
2018-01-15,12.86034,12.87
2018-01-16,12.7491,12.76
2018-01-17,12.79943,12.78
2018-01-18,12.79366,12.76
2018-01-19,12.67776,12.72
2018-01-22,12.7305,12.78
2018-01-23,12.91098,12.97
2018-01-24,13.13951,13.22
2018-01-25,13.11972,13.06
2018-01-26,13.24614,13.24
2018-01-29,13.1307,13.11
2018-01-30,12.91869,12.9
2018-01-31,12.96499,12.98
2018-02-01,13.17955,13.24
2018-02-02,13.10966,13.04
2018-02-05,12.84999,12.77
2018-02-06,12.69799,12.7
2018-02-07,12.37906,12.37
2018-02-08,12.25353,12.09
2018-02-09,11.86169,11.86
2018-02-12,11.88014,11.89
2018-02-13,11.87029,11.87
2018-02-14,12.1681,12.18
2018-02-15,12.30106,12.33
2018-02-16,12.37773,12.38
2018-02-19,12.37773,12.38
2018-02-20,12.42698,12.39
2018-02-21,12.40509,12.29
2018-02-22,12.62457,12.59
2018-02-23,12.78171,12.77
2018-02-26,12.85493,12.86
2018-02-27,12.67419,12.65
2018-02-28,12.3989,12.37
2018-03-01,12.26845,12.35
2018-03-02,12.32101,12.37
2018-03-05,12.58746,12.59
2018-03-06,12.59378,12.57
2018-03-07,12.30287,12.35
2018-03-08,12.10246,12.15
2018-03-09,12.48013,12.47
2018-03-12,12.3618,12.37
2018-03-13,12.24519,12.24
2018-03-14,12.29991,12.28
2018-03-15,12.34656,12.34
2018-03-16,12.58069,12.55
2018-03-19,12.52518,12.55
2018-03-20,12.80977,12.81
2018-03-21,13.13869,13.18
2018-03-22,12.96356,12.95
2018-03-23,13.28243,13.28
2018-03-26,13.2169,13.21
2018-03-27,13.1568,13.08
2018-03-28,12.98178,13.04
2018-03-29,13.09569,13.09
2018-03-30,13.09569,13.09
2018-04-02,12.7072,12.74
2018-04-03,12.80839,12.81
2018-04-04,12.78048,12.82
2018-04-05,12.81509,12.83
2018-04-06,12.51691,12.51
2018-04-09,12.79028,12.77
2018-04-10,13.20371,13.25
2018-04-11,13.46641,13.45
2018-04-12,13.50881,13.52
2018-04-13,13.58586,13.55
2018-04-16,13.35896,13.38
2018-04-17,13.42177,13.41
2018-04-18,13.81767,13.88
2018-04-19,13.78979,13.77
2018-04-20,13.80431,13.75
2018-04-23,13.85395,13.92
2018-04-24,13.66462,13.68
2018-04-25,13.73565,13.72
2018-04-26,13.7643,13.77
2018-04-27,13.74651,13.73
2018-04-30,13.84249,13.8
2018-05-01,13.57643,13.61
2018-05-02,13.71411,13.67
2018-05-03,13.81545,13.82
2018-05-04,14.07627,14.09
2018-05-07,14.28136,14.1
2018-05-08,13.9446,14.06
2018-05-09,14.36478,14.37
2018-05-10,14.41336,14.41
2018-05-11,14.28462,14.25
2018-05-14,14.34817,14.38
2018-05-15,14.42543,14.4
2018-05-16,14.46426,14.46
2018-05-17,14.46666,14.49
2018-05-18,14.4266,14.43
2018-05-21,14.6259,14.67
2018-05-22,14.59598,14.56
2018-05-23,14.52358,14.51
2018-05-24,14.29556,14.29
2018-05-25,13.72385,13.68
2018-05-28,13.72385,13.68
2018-05-29,13.49306,13.51
2018-05-30,13.79283,13.83
2018-05-31,13.5567,13.55
2018-06-01,13.30841,13.25
2018-06-04,13.09537,13.12
2018-06-05,13.25154,13.22
2018-06-06,13.09219,13.16
2018-06-07,13.33754,13.35
2018-06-08,13.29416,13.27
2018-06-11,13.368,13.36
2018-06-12,13.41873,13.4
2018-06-13,13.46777,13.47
2018-06-14,13.50265,13.52
2018-06-15,13.13056,13.05
2018-06-18,13.30196,13.29
2018-06-19,13.14246,13.14
2018-06-20,13.30692,13.28
2018-06-21,13.27295,13.31
2018-06-22,13.88906,14.02
2018-06-25,13.78914,13.77
2018-06-26,14.28586,14.27
2018-06-27,14.73807,14.65
2018-06-28,14.87832,14.86
2018-06-29,15.02101,15.06
2018-07-02,14.97965,14.96
2018-07-03,15.02071,14.92
2018-07-04,15.02071,14.92
2018-07-05,14.77868,14.78
2018-07-06,14.95345,14.96
2018-07-09,14.98369,15.03
2018-07-10,15.07061,15.07
2018-07-11,14.30482,14.31
2018-07-12,14.40682,14.39
2018-07-13,14.53194,14.47
2018-07-16,13.93519,13.94
2018-07-17,13.95448,13.95
2018-07-18,14.07757,14.1
2018-07-19,14.17987,14.13
2018-07-20,14.18453,14.15
2018-07-23,14.10913,14.09
2018-07-24,14.24061,14.23
2018-07-25,14.40324,14.42
2018-07-26,14.46819,14.47
2018-07-27,14.2775,14.32
2018-07-30,14.57838,14.54
2018-07-31,14.29416,14.28
2018-08-01,14.06603,14.09
2018-08-02,14.33698,14.36
2018-08-03,14.23967,14.27
2018-08-06,14.34944,14.31
2018-08-07,14.38327,14.36
2018-08-08,13.92623,13.9
2018-08-09,13.90133,13.88
2018-08-10,14.07026,14.08
2018-08-13,13.99376,14.01
2018-08-14,13.94387,13.99
2018-08-15,13.5513,13.51
2018-08-16,13.64013,13.63
2018-08-17,13.71002,13.69
2018-08-20,13.7557,13.76
2018-08-21,13.84458,13.83
2018-08-22,14.26989,14.27
2018-08-23,14.26414,14.27
2018-08-24,14.45186,14.43
2018-08-27,14.48515,14.5
2018-08-28,14.41421,14.43
2018-08-29,14.62093,14.66
2018-08-30,14.77715,14.75
2018-08-31,14.68307,14.71
2018-09-03,14.68307,14.71
2018-09-04,14.70007,14.58
2018-09-05,14.45867,14.49
2018-09-06,14.25938,14.3
2018-09-07,14.25805,14.28
2018-09-10,14.22256,14.21
2018-09-11,14.57072,14.6
2018-09-12,14.80735,14.78
2018-09-13,14.43863,14.49
2018-09-14,14.51521,14.5
2018-09-17,14.49796,14.47
2018-09-18,14.69063,14.69
2018-09-19,14.9403,14.94
2018-09-20,14.84589,14.8
2018-09-21,14.94361,14.96
2018-09-24,15.21986,15.25
2018-09-25,15.2627,15.27
2018-09-26,15.11336,15.11
2018-09-27,15.23013,15.26
2018-09-28,15.47056,15.52
2018-10-01,15.90407,15.95
2018-10-02,15.88994,15.87
2018-10-03,16.13984,16.08
2018-10-04,15.70112,15.74
2018-10-05,15.70387,15.69
2018-10-08,15.6953,15.68
2018-10-09,15.83559,15.82
2018-10-10,15.4584,15.38
2018-10-11,14.99006,14.95
2018-10-12,15.06884,15.12
2018-10-15,15.161708,15.13
2018-10-16,15.194106,15.19
2018-10-17,14.75854,14.82
2018-10-18,14.549363,14.56
2018-10-19,14.670685,14.72
2018-10-22,14.689541,14.74
2018-10-23,14.069659,14.04
2018-10-24,14.152862,14.05
2018-10-25,14.26146,14.21
2018-10-26,14.317126,14.33
2018-10-29,14.202421,14.11
2018-10-30,14.020927,14.03
2018-10-31,13.837271,13.79
2018-11-01,13.49467,13.46
2018-11-02,13.378702,13.31
2018-11-05,13.371751,13.3
2018-11-06,13.184532,13.18
2018-11-07,13.072556,13.06
2018-11-08,12.867553,12.84
2018-11-09,12.762106,12.7
2018-11-12,12.704552,12.48
2018-11-13,11.808509,11.69
2018-11-14,11.935926,11.95
2018-11-15,11.987151,11.98
2018-11-16,11.98773,12.07
2018-11-19,12.099376,12.14
2018-11-20,11.302576,11.27
2018-11-21,11.556942,11.52
2018-11-22,11.556942,11.52
2018-11-23,10.667279,10.83
2018-11-26,10.924706,10.94
2018-11-27,10.910363,10.95
2018-11-28,10.642109,10.66
2018-11-29,10.88806,10.87
2018-11-30,10.778517,10.73
2018-12-03,11.207308,11.27
2018-12-04,11.27127,11.18
2018-12-05,11.27127,11.18
2018-12-06,10.899567,10.94
2018-12-07,11.135956,11.11
2018-12-10,10.79686,10.75
2018-12-11,10.932705,10.95
2018-12-12,10.831628,10.82
2018-12-13,11.14215,11.21
2018-12-14,10.85582,10.82
2018-12-17,10.589451,10.45
2018-12-18,9.830516,9.79
2018-12-19,10.162178,10.02
2018-12-20,9.679521,9.72
2018-12-21,9.618791,9.57
2018-12-24,8.974521,9.29
2018-12-25,8.974521,9.29
2018-12-26,9.753995,9.9
2018-12-27,9.41474,9.62
2018-12-28,9.567095,9.53
2018-12-31,9.585221,9.66
2019-01-01,9.585221,9.66
2019-01-02,9.824623,9.85
2019-01-03,9.941219,9.95
2019-01-04,10.125559,10.18
2019-01-07,10.245219,10.29
2019-01-08,10.511765,10.5
2019-01-09,11.055852,11.05
2019-01-10,11.10333,11.1
2019-01-11,10.893341,10.9
2019-01-14,10.661624,10.69
2019-01-15,10.995852,11.0
2019-01-16,11.04255,11.06
2019-01-17,10.990597,11.03
2019-01-18,11.343678,11.31
2019-01-21,11.343678,11.31
2019-01-22,11.129473,11.12
2019-01-23,11.04817,11.05
2019-01-24,11.155809,11.17
2019-01-25,11.273935,11.25
2019-01-28,10.918495,10.95
2019-01-29,11.196272,11.16
2019-01-30,11.390028,11.4
2019-01-31,11.298152,11.35
2019-02-01,11.607477,11.63
2019-02-04,11.462091,11.5
2019-02-05,11.273666,11.29
2019-02-06,11.347743,11.32
2019-02-07,11.062101,11.07
2019-02-08,11.080107,11.08
2019-02-11,11.016557,11.01
2019-02-12,11.160743,11.16
2019-02-13,11.336795,11.34
2019-02-14,11.437573,11.48
2019-02-15,11.68656,11.71
2019-02-18,11.68656,11.71
2019-02-19,11.786899,11.78
2019-02-20,11.935709,11.93
2019-02-21,11.894545,11.88
2019-02-22,11.957591,11.95
2019-02-25,11.58754,11.57
2019-02-26,11.592329,11.63
2019-02-27,11.893679,11.89
2019-02-28,11.952744,11.95
2019-03-01,11.656688,11.66
2019-03-04,11.823516,11.8
2019-03-05,11.817739,11.82
2019-03-06,11.747286,11.75
2019-03-07,11.837747,11.81
2019-03-08,11.714096,11.73
2019-03-11,11.860522,11.86
2019-03-12,11.877369,11.89
2019-03-13,12.166581,12.19
2019-03-14,12.233644,12.22
2019-03-15,12.215575,12.2
2019-03-18,12.33366,12.31
2019-03-19,12.31555,12.28
2019-03-20,12.511417,12.5
2019-03-21,12.460106,12.44
2019-03-22,12.265443,12.23
2019-03-25,12.221539,12.25
2019-03-26,12.454882,12.47
2019-03-27,12.345375,12.34
2019-03-28,12.323139,12.35
2019-03-29,12.499555,12.5
2019-04-01,12.801575,12.82
2019-04-02,13.008064,13.01
2019-04-03,12.983822,12.99
2019-04-04,12.909654,12.92
2019-04-05,13.114063,13.15
2019-04-08,13.390386,13.4
2019-04-09,13.305939,13.33
2019-04-10,13.443549,13.41
2019-04-11,13.237382,13.27
2019-04-12,13.310456,13.3
2019-04-15,13.216724,13.24
2019-04-16,13.348403,13.37
2019-04-17,13.282516,13.28
2019-04-18,13.324792,13.32
2019-04-19,13.324792,13.32
2019-04-22,13.635342,13.67
2019-04-23,13.792024,13.79
2019-04-24,13.7074,13.68
2019-04-25,13.566595,13.53
2019-04-26,13.169891,13.09
2019-04-29,13.21333,13.23
2019-04-30,13.299293,13.29
2019-05-01,13.235443,13.22
2019-05-02,12.863587,12.82
2019-05-03,12.891307,12.87
2019-05-06,12.957691,13.07
2019-05-07,12.781401,12.73
2019-05-08,12.931008,12.89
2019-05-09,12.844996,12.81
2019-05-10,12.841651,12.84
2019-05-13,12.720613,12.68
2019-05-14,12.877137,12.87
2019-05-15,12.935962,12.97
2019-05-16,13.107026,13.14
2019-05-17,13.078546,13.08
2019-05-20,13.140698,13.15
2019-05-21,13.124742,13.13
2019-05-22,12.76986,12.74
2019-05-23,12.040678,12.09
2019-05-24,12.19093,12.23
2019-05-27,12.19093,12.23
2019-05-28,12.299205,12.23
2019-05-29,12.231211,12.24
2019-05-30,11.77009,11.76
2019-05-31,11.127977,11.1
2019-06-03,11.077655,10.99
2019-06-04,11.126039,11.16
2019-06-05,10.752062,10.77
2019-06-06,10.941817,11.06
2019-06-07,11.234629,11.23
2019-06-10,11.089304,11.11
2019-06-11,11.096263,11.11
2019-06-12,10.650647,10.64
2019-06-13,10.89374,10.88
2019-06-14,10.941938,10.94
2019-06-17,10.819052,10.81
2019-06-18,11.221926,11.25
2019-06-19,11.193411,11.33
2019-06-20,11.836918,11.85
2019-06-21,11.912086,11.97
2019-06-24,12.01125,12.01
2019-06-25,11.997293,12.0
2019-06-26,12.319422,12.29
2019-06-27,12.330411,12.29
2019-06-28,12.132819,12.04
2019-07-01,12.262246,12.28
2019-07-02,11.673451,11.7
2019-07-03,11.900472,11.77
2019-07-04,11.900472,11.77
2019-07-05,11.936672,11.95
2019-07-08,11.969434,11.93
2019-07-09,12.005478,12.04
2019-07-10,12.542988,12.53
2019-07-11,12.494002,12.55
2019-07-12,12.498412,12.52
2019-07-15,12.371718,12.3
2019-07-16,11.97014,12.07
2019-07-17,11.800725,11.75
2019-07-18,11.490288,11.56
2019-07-19,11.561326,11.67
2019-07-22,11.658295,11.68
2019-07-23,11.772888,11.81
2019-07-24,11.58889,11.59
2019-07-25,11.618471,11.6
2019-07-26,11.656337,11.65
2019-07-29,11.796881,11.82
2019-07-30,12.042235,12.08
2019-07-31,12.152758,12.04
2019-08-01,11.192738,11.31
2019-08-02,11.548088,11.48
2019-08-05,11.348238,11.37
2019-08-06,11.128723,11.14
2019-08-07,10.600683,10.84
2019-08-08,10.899724,10.96
2019-08-09,11.299117,11.28
2019-08-12,11.40006,11.36
2019-08-13,11.868235,11.87
2019-08-14,11.484222,11.44
2019-08-15,11.312212,11.35
2019-08-16,11.393811,11.4
2019-08-19,11.671826,11.66
2019-08-20,11.670253,11.63
2019-08-21,11.577202,11.61
2019-08-22,11.509083,11.53
2019-08-23,11.264229,11.19
2019-08-26,11.155472,11.18
2019-08-27,11.424256,11.42
2019-08-28,11.601557,11.64
2019-08-29,11.795504,11.78
2019-08-30,11.46166,11.46
2019-09-02,11.46166,11.46
2019-09-03,11.221823,11.22
2019-09-04,11.704958,11.71
2019-09-05,11.713788,11.7
2019-09-06,11.760063,11.77
2019-09-09,12.0365,12.08
2019-09-10,11.943976,11.98
2019-09-11,11.604975,11.68
2019-09-12,11.475871,11.47
2019-09-13,11.424187,11.44
2019-09-16,13.066402,12.83
2019-09-17,12.322546,12.29
2019-09-18,12.102046,12.1
2019-09-19,12.133805,12.19
2019-09-20,12.113434,12.2
2019-09-23,12.229455,12.21
2019-09-24,11.948417,11.9
2019-09-25,11.782063,11.8
2019-09-26,11.765844,11.8
2019-09-27,11.661968,11.66
2019-09-30,11.279418,11.34
2019-10-01,11.186053,11.19
2019-10-02,10.982085,10.98
2019-10-03,10.94294,10.93
2019-10-04,11.018477,11.04
2019-10-07,11.00727,11.04
2019-10-08,10.982669,10.89
2019-10-09,10.975995,10.99
2019-10-10,11.175363,11.19
2019-10-11,11.426393,11.42
2019-10-14,11.191673,11.18
2019-10-15,11.031507,11.06
2019-10-16,11.150858,11.14
2019-10-17,11.272283,11.28
2019-10-18,11.239319,11.22
2019-10-21,11.165458,11.21
2019-10-22,11.368336,11.34
2019-10-23,11.679715,11.65
2019-10-24,11.73441,11.73
2019-10-25,11.824594,11.83
2019-10-28,11.64854,11.65
2019-10-29,11.592645,11.58
2019-10-30,11.49291,11.47
2019-10-31,11.309659,11.3
2019-11-01,11.731768,11.69
2019-11-04,11.804052,11.81
2019-11-05,11.948543,11.93
2019-11-06,11.765253,11.81
2019-11-07,11.930781,11.88
2019-11-08,11.951754,11.99
2019-11-11,11.876502,11.89
2019-11-12,11.866154,11.87
2019-11-13,11.939649,11.96
2019-11-14,11.939649,11.91
2019-11-15,12.072009,12.08
2019-11-18,11.929253,11.9
2019-11-19,11.555976,11.57
2019-11-20,11.903004,11.9
2019-11-21,12.231211,12.2
2019-11-22,12.062498,12.11
2019-11-25,12.113905,12.11
2019-11-26,12.197862,12.19
2019-11-27,12.13563,12.14
2019-11-28,12.13563,12.14
2019-11-29,11.522774,11.62
2019-12-02,11.688557,11.67
2019-12-03,11.718203,11.76
2019-12-04,12.205303,12.19
2019-12-05,12.205685,12.19
2019-12-06,12.364492,12.32
2019-12-09,12.327794,12.33
2019-12-10,12.373878,12.39
2019-12-11,12.271418,12.3
2019-12-12,12.357605,12.37
2019-12-13,12.550511,12.49
2019-12-16,12.585119,12.59
2019-12-17,12.738261,12.72
2019-12-18,12.734472,12.74
2019-12-19,12.803926,12.78
2019-12-20,12.649455,12.63
2019-12-23,12.667392,12.7
2019-12-24,12.791323,12.77
2019-12-25,12.791323,12.77
2019-12-26,12.911418,12.89
2019-12-27,12.920208,12.91
2019-12-30,12.912989,12.89
2019-12-31,12.783577,12.81
2020-01-01,12.783577,12.81
2020-01-02,12.809504,12.81
2020-01-03,13.201431,13.18
2020-01-06,13.248609,13.16
2020-01-07,13.129623,13.13
2020-01-08,12.484212,12.66
2020-01-09,12.476918,12.49
2020-01-10,12.379059,12.41
2020-01-13,12.188735,12.2
2020-01-14,12.22688,12.28
2020-01-15,12.139105,12.18
2020-01-16,12.284276,12.29
2020-01-17,12.295115,12.33
2020-01-20,12.295115,12.33
2020-01-21,12.254526,12.24
2020-01-22,11.910625,11.9
2020-01-23,11.669601,11.66
2020-01-24,11.37609,11.43
2020-01-27,11.156623,11.1
2020-01-28,11.228348,11.25
2020-01-29,11.197195,11.16
2020-01-30,10.94762,11.08
