Date,NAV,Price,Roll,Volatility,Volume,SP500_Vol,BCOMAG_Vol,BCOMEN_Vol,BCOM_Vol,per_flow
2013-09-17,37.76855,37.74,0,1.05988,845203,0.45696,1.91892,1.45488,1.15605,-2.403849152587896
2013-09-18,38.65443,38.68,0,2.55946,993770,1.68587,0.57038,1.91395,1.31006,8.370052186110364
2013-09-19,38.14218,38.08,0,1.52311,861456,0.56086,1.20869,1.85265,1.58998,0.0
2013-09-20,37.74159,37.77,0,1.40323,703801,0.95561,1.5099,0.99328,1.44122,-5.581393571930938
2013-09-23,37.32177,37.27,0,0.80494,738907,0.84262,0.87838,1.68489,0.63251,0.0
2013-09-24,37.15531,37.22,0,1.20903,729714,0.74996,0.65572,1.33305,0.82221,8.898311849985609
2013-09-25,36.98533,36.88,0,1.43709,614199,0.5807,1.32462,1.25823,0.78622,0.0
2013-09-26,37.11799,37.08,0,0.75512,367836,0.63226,0.6176,1.33326,0.56803,-9.767445532266875
2013-09-27,37.05976,36.96,0,1.27165,522749,0.49712,0.64517,0.99691,0.56402,-1.4150907973849987
2013-09-30,36.86323,36.85,0,1.6825,666072,0.72968,1.80147,1.32386,0.87011,0.0
2013-10-01,36.75814,36.68,0,1.03599,792381,0.85428,0.83149,0.98098,1.08092,0.0
2013-10-02,37.49978,37.42,0,2.56547,1378299,0.79876,0.94455,1.10535,1.25447,-3.9215655516927876
2013-10-03,37.21459,37.14,0,1.42703,605307,1.30997,0.94367,1.25841,0.52084,6.849305655930545
2013-10-04,37.40482,37.31,0,0.85768,346532,0.86424,0.65773,0.96733,0.52412,-7.881772296132134
2013-10-07,37.1111,37.14,0,1.77706,575824,0.74279,0.4674,2.17533,1.09284,-3.5714187514160454
2013-10-08,37.2762,37.31,0,0.72367,431417,1.31445,1.01094,1.42686,0.67462,0.0
2013-10-09,36.59751,36.55,1,1.39535,1374858,0.96595,0.61872,1.64332,1.03843,-1.5544108938021912
2013-10-10,37.1119,37.1,1,2.04852,852290,1.87172,0.89344,2.08021,0.89177,7.6554983209964025
2013-10-11,36.79692,36.75,1,1.14286,768351,0.876,0.52168,1.0129,0.72857,0.0
2013-10-14,36.94604,36.87,1,1.27204,333170,1.10517,0.68051,1.39352,0.50731,5.4298711805918725
2013-10-15,36.55965,36.47,0,1.15163,684405,0.92105,0.77055,1.1071,0.69506,0.0
2013-10-16,36.94845,36.92,0,1.62514,612823,1.23552,0.55653,1.39262,0.79373,0.0
2013-10-17,36.36382,36.38,0,1.20946,1219614,1.11531,0.60976,1.90411,0.67633,0.0
2013-10-18,36.44975,36.45,0,0.68587,519646,0.54858,1.43826,1.18074,0.63407,1.7777775068145558
2013-10-21,35.93264,35.94,0,1.28269,615274,0.4081,0.85329,1.85467,0.82112,0.0
2013-10-22,35.43464,35.41,0,2.14629,1277056,0.73233,0.47821,1.68703,0.70796,-0.44643301470098185
2013-10-23,34.91493,34.95,0,1.30186,1559734,0.67397,0.80988,1.10525,0.85436,-14.285714285714285
2013-10-24,35.00435,34.99,0,1.31466,697889,0.48172,1.01938,1.198,0.72803,24.031009211146827
2013-10-25,35.27045,35.32,0,0.96263,479114,0.4188,0.66126,1.24924,0.676,3.731338230813501
2013-10-28,35.56803,35.55,0,1.15331,537382,0.41541,1.49953,1.10383,0.57995,-3.875966035605316
2013-10-29,35.39448,35.41,0,0.56481,291636,0.51694,0.69397,0.90162,0.54232,0.0
2013-10-30,34.87842,34.85,0,0.91822,741159,1.01967,0.6125,0.50138,0.50618,-13.157859990108497
2013-10-31,34.73737,34.69,0,1.03776,637587,0.72927,1.41162,1.23335,1.1507,2.564097516999338
2013-11-01,34.09898,34.129,0,1.25993,1221920,0.73625,0.80736,2.25878,1.3353,3.703706385587055
2013-11-04,34.10109,34.04,0,0.76381,571652,0.40839,0.64187,1.36909,0.62501,6.17760071320986
2013-11-05,33.65004,33.67,0,1.30235,820731,0.63926,0.83584,0.64369,0.5204,7.500001061344435
2013-11-06,34.16482,34.189,0,1.49171,1249428,0.52754,0.59661,1.45818,0.57156,2.439027375189464
2013-11-07,33.94846,33.97,1,0.73624,594309,1.62207,0.83394,1.41538,0.59337,-7.490634348895699
2013-11-08,34.09307,34.01,1,0.99971,465295,1.30746,1.30452,1.18201,0.73504,0.0
2013-11-11,34.2795,34.26,1,1.07998,316694,0.31548,0.6283,0.7839,0.39423,-4.29688118728955
2013-11-12,33.57822,33.64,1,2.37842,942448,0.53686,0.76318,1.31439,0.72779,0.0
2013-11-13,33.92608,33.9,0,1.08171,495698,1.19865,0.66631,1.02341,0.56175,0.0
2013-11-14,33.89674,33.93,0,1.97465,791041,0.63162,0.59696,1.84189,0.67599,-4.065035872936914
2013-11-15,33.92494,33.88,0,0.61983,495562,0.42043,1.36281,0.90659,0.40174,9.890105381315292
2013-11-18,33.63263,33.62,0,1.63593,666623,0.79987,0.49971,1.15139,0.77604,0.0
2013-11-19,33.7073,33.72,0,0.91934,496091,0.60351,0.87634,1.14532,0.509,-6.6406252263425465
2013-11-20,33.69242,33.63,0,1.18941,645997,1.03853,0.51769,1.36264,0.41331,-4.065037903868761
2013-11-21,34.26273,34.17,0,1.49254,686328,0.75953,0.79049,1.77599,1.10633,4.2801551117582814
2013-11-22,34.04679,34.04,0,1.26322,717496,0.56185,0.69706,1.31604,0.60253,-4.897965740542157
2013-11-25,33.77603,33.82,0,0.97575,653320,0.4172,0.77688,1.3681,0.82813,0.0
2013-11-26,33.62836,33.69,0,0.83111,407883,0.42435,0.66606,1.25242,0.72195,3.9215732005851267
2013-11-27,33.13248,33.19,0,0.85869,980922,0.30433,0.87089,0.74257,0.64911,0.0
2013-11-29,33.28186,33.46,0,1.13568,483756,0.52996,0.85502,0.99838,0.87668,9.574464684658114
2013-12-02,33.67569,33.68,0,1.0095,537280,0.63413,1.59229,1.57918,0.71353,-6.0150368385576085
2013-12-03,34.47193,34.51,0,2.11562,1752078,0.68239,0.87027,1.55086,0.7584,-1.140686675377488
2013-12-04,34.8877,34.88,0,1.29014,1193995,1.15517,1.15441,0.88233,0.93882,-8.23045277198055
2013-12-05,34.95165,34.93,0,0.77326,612059,0.52884,0.8924,1.76786,0.73627,-2.9660951709437824
2013-12-06,35.04868,35.05,1,0.59943,339271,0.97945,0.58584,0.96556,0.69069,-31.111175219480458
2013-12-09,34.93007,34.91,1,0.5729,712514,0.29363,0.72917,0.63831,0.65881,0.0
2013-12-10,35.32921,35.31,1,0.82101,717937,0.37556,1.08614,1.07934,0.79353,-1.6949052255859731
2013-12-11,34.99147,34.98,1,1.08348,912277,1.28379,0.50505,1.40785,0.6674,-7.2727342008233355
2013-12-12,35.02672,34.97,0,0.5662,541010,0.60321,1.45388,1.55416,1.04885,0.0
2013-12-13,34.70746,34.64,0,0.80831,777207,0.4771,0.61171,0.82105,0.37427,2.366866931716664
2013-12-16,35.00671,34.94,0,0.5727,496992,0.82506,1.04051,1.12552,0.85327,6.11111393243962
2013-12-17,34.89882,34.87,0,0.88902,278593,0.54576,0.82079,0.93968,0.60298,7.692304301270089
2013-12-18,35.10955,35.03,0,0.82501,545122,2.37981,1.01644,0.70984,0.46656,3.940880893709331
2013-12-19,35.4599,35.32,0,1.10419,775572,0.52664,0.74794,2.52873,0.84825,0.0
2013-12-20,35.55947,35.48,0,0.85964,403583,0.74244,1.1422,1.05848,0.81985,-11.53846272704573
2013-12-23,35.4109,35.36,0,0.50905,284235,0.37363,0.63087,0.87398,0.51517,-8.333338936485802
2013-12-24,35.52155,35.49,0,0.25359,114970,0.28909,0.45282,0.77969,0.36789,-3.7036985547461967
2013-12-26,35.63866,35.65,0,1.23422,357467,0.42779,0.98162,0.9216,0.40476,-5.194817972747384
2013-12-27,35.9139,35.84,0,0.69754,474131,0.27588,0.62468,0.91818,0.49682,3.144645387028025
2013-12-30,35.54358,35.53,0,0.95694,380238,0.20097,0.86113,0.91338,0.59857,-1.923063396887786
2013-12-31,35.23175,35.32,0,0.6795,674915,0.38034,0.84653,2.2339,1.17056,-4.000003784459873
2014-01-02,34.164,34.23,0,1.63599,1342603,0.98909,1.28357,1.33785,0.87399,7.9754601226993875
2014-01-03,33.63366,33.75,0,1.57037,1207432,0.49744,0.60214,1.51943,0.66049,12.365604031163736
2014-01-06,33.44257,33.57,0,1.06941,568322,0.73518,0.72216,1.52752,0.36064,24.390193502463635
2014-01-07,33.52799,33.58,0,0.83681,390850,0.61974,0.80679,1.26548,0.62225,9.225094281520118
2014-01-08,33.05018,33.16,1,1.56815,718990,0.46912,1.34571,2.11521,1.22654,9.060403774857715
2014-01-09,32.8179,33.08,1,1.57195,815718,0.69908,1.05915,2.41789,1.27445,2.614386375075413
2014-01-10,33.19265,33.19,1,1.09973,682505,0.58186,1.40274,1.25964,1.23347,4.6728908808476595
2014-01-13,32.85469,32.81,1,1.03627,780941,1.53529,0.0,0.0,0.0,2.7272796867086653
2014-01-14,33.12911,33.04,0,0.96852,495916,0.97342,1.01012,0.97378,0.54407,-9.271523509768626
2014-01-15,33.68912,33.77,0,1.74711,911627,0.55833,0.72909,1.61449,0.70212,-13.108621727013553
2014-01-16,33.59937,33.65,0,0.71322,539673,0.4166,0.89901,1.08775,0.64086,0.0
2014-01-17,33.77388,33.69,0,0.77174,859604,0.58792,0.93839,0.69956,0.42105,1.8382312120380204
2014-01-21,33.90752,33.99,0,0.89732,490741,0.91821,1.07055,1.86118,0.43377,-3.422056728220059
2014-01-22,34.53541,34.56,0,1.21528,624456,0.32469,0.86084,2.60438,0.7275,-0.7662856077182603
2014-01-23,34.745,34.72,0,1.00806,709646,1.21578,1.23368,1.54417,1.03593,-18.099547511312217
2014-01-24,34.50163,34.58,0,1.24378,616833,2.04827,1.03617,3.09934,0.94723,-7.281546841179311
2014-01-27,34.17131,34.23,0,1.81128,690579,1.29662,1.07971,4.43764,1.86194,-6.185572297730371
2014-01-28,34.77409,34.69,0,0.74978,539175,0.80223,0.48694,2.62171,0.73981,-4.864852009270027
2014-01-29,34.75564,34.73,0,1.38209,619113,1.11036,1.04164,4.19149,1.16702,-8.823520451528976
2014-01-30,35.06556,34.95,0,0.6867,409351,1.20389,1.3007,2.65769,1.00688,-4.294479386292497
2014-01-31,34.80092,34.8,0,1.06322,618539,1.21284,1.28735,2.06118,0.56295,-2.5157305448080844
2014-02-03,34.42077,34.52,0,1.56431,1527834,2.59316,1.60239,1.32584,0.73733,-8.904088463620944
2014-02-04,34.69129,34.74,0,0.73402,329299,0.84948,1.86619,2.83737,1.54278,15.116286474958027
2014-02-05,34.75859,34.71,0,1.15241,458960,1.02019,1.1881,5.02445,1.54443,8.021375236197468
2014-02-06,34.92231,34.9,0,1.20344,275738,1.18809,1.29294,3.3902,1.3226,6.030139256678966
2014-02-07,35.64961,35.64,1,2.10438,793422,1.22536,1.05237,2.08261,0.93011,-1.015225462952152
2014-02-10,35.69404,35.63,1,0.84199,367648,0.4506,1.02573,1.69359,0.68643,-19.393878269680904
2014-02-11,35.68228,35.64,1,0.6734,260606,1.27105,0.81304,1.74073,0.79784,-13.793093451206337
2014-02-12,35.853,35.8,1,1.14525,551000,0.58156,1.1697,1.19708,0.82193,0.0
2014-02-13,35.89912,35.87,0,0.72484,273125,1.14929,0.95135,1.1336,0.811,-2.8368699049503574
2014-02-14,35.92711,35.91,0,0.98858,219411,0.87348,0.5841,0.73223,0.61765,-5.223885092391665
2014-02-18,36.63175,36.66,0,1.50055,594953,0.427,2.41186,1.8983,1.672,2.8985510113287734
2014-02-19,36.89664,36.9,0,1.11111,585356,1.12153,1.71587,1.14899,0.8137,1.4285661739581754
2014-02-20,36.86396,36.88,0,0.59653,342258,0.98979,1.26521,0.77328,0.77013,9.677412015651619
2014-02-21,36.66614,36.69,0,1.00845,535413,0.57345,0.72863,1.22334,0.56325,6.626513842997847
2014-02-24,36.88715,36.79,0,1.27752,437395,1.18694,1.41228,2.16919,0.7394,0.5987999650658083
2014-02-25,36.53148,36.59,0,1.06586,422395,0.68939,0.766,1.23806,0.72855,8.241770720388814
2014-02-26,36.80362,36.75,0,0.73469,253638,0.64981,0.86937,0.90296,0.47497,-2.2471990723921254
2014-02-27,36.73502,36.69,0,0.79041,335956,0.72265,1.88778,0.74576,0.74926,-2.890171591300863
2014-02-28,36.80266,36.74,0,1.00708,315661,1.08903,1.55929,1.53182,0.91955,-4.8484745685675925
2014-03-03,37.63678,37.52,0,1.0661,934546,1.25912,2.17842,2.35003,1.36244,-0.6097597526809129
2014-03-04,37.06586,37.06,0,0.82299,465838,1.44084,1.66227,1.33391,1.07003,4.651163885032442
2014-03-05,36.39091,36.24,0,2.26269,687571,0.28925,1.96614,2.06884,0.53151,0.0
2014-03-06,36.42983,36.57,0,1.88679,456057,0.41342,1.23891,1.34982,1.01634,1.7142783643981487
2014-03-07,36.7906,36.78,1,0.76128,277232,0.69274,1.80541,0.93199,0.91742,5.405404611224193
2014-03-10,36.27399,36.3,1,0.66116,401569,0.57693,1.57006,1.22909,0.89825,-3.932584878726534
2014-03-11,35.90464,35.81,1,1.36833,447619,0.98895,1.27394,0.98166,0.76567,0.0
2014-03-12,35.21478,35.35,1,1.44272,821770,0.74938,1.87104,1.8144,0.81832,-3.48836095838461
2014-03-13,35.30782,35.34,0,0.62252,276415,1.76241,1.12999,1.22495,0.74676,6.521726080208551
2014-03-14,35.53062,35.53,0,0.92879,450705,0.69903,1.2255,1.28601,0.63901,0.0
2014-03-17,35.18974,35.15,0,1.25178,319112,1.04851,1.46441,1.17238,0.9014,3.157902923564299
2014-03-18,35.64326,35.58,0,1.29005,323245,0.79263,1.66934,0.88543,0.79184,-2.7026977842294304
2014-03-19,35.7471,35.71,0,0.92411,291678,1.2785,1.1036,0.67957,0.80511,0.0
2014-03-20,35.6491,35.58,0,1.34907,286971,1.00747,1.90739,1.04965,1.39343,-3.932588253704452
2014-03-21,35.85021,35.84,0,1.14397,338503,1.09884,1.21829,1.26832,0.45207,-5.952379568757903
2014-03-24,35.89879,35.82,0,1.03294,206070,1.27326,1.54535,0.89079,0.56507,0.0
2014-03-25,35.75052,35.77,0,1.45345,272985,0.8528,0.70285,1.31111,0.7272,2.325596523322398
2014-03-26,36.1357,36.09,0,0.9698,242654,1.26096,0.7202,0.66345,0.51333,-2.3809559107313256
2014-03-27,36.50277,36.5,0,0.52055,260236,0.72686,1.13165,2.08454,1.08616,-3.7036930562857644
2014-03-28,36.64276,36.62,0,0.79192,250057,0.89146,0.7444,0.79554,0.38517,0.0
2014-03-31,36.60856,36.59,0,1.03854,265501,0.85561,2.42799,1.5986,1.00726,-3.8461605808638923
2014-04-01,35.94472,35.83,0,1.95367,586103,0.63006,0.88616,2.07097,0.76446,-4.000012611958956
2014-04-02,35.90099,35.8,0,0.87989,420777,0.49606,2.37335,1.36179,0.66344,0.0
2014-04-03,36.14186,36.14,0,1.16215,233470,0.59033,0.96155,2.07594,0.86907,10.71427865593119
2014-04-04,36.4476,36.43,0,0.63135,303451,1.82404,1.15421,0.92041,0.52395,0.0
2014-04-07,36.19351,36.28,0,1.37817,253805,1.22274,1.35108,0.95998,0.67824,-6.329111710522289
2014-04-08,36.95695,36.9,0,1.86992,562245,0.94278,1.62662,1.63697,1.05853,0.0
2014-04-09,37.31272,37.22,1,1.28963,558402,1.07094,1.50642,1.08442,0.81774,4.819279831666994
2014-04-10,37.22639,37.2,1,0.53763,371173,2.27268,1.07224,1.28906,0.61905,-6.4102579556101364
2014-04-11,37.32126,37.18,1,0.96826,329793,1.14061,1.09047,0.59141,0.50879,0.0
2014-04-14,37.53339,37.38,1,0.70894,168559,1.00458,1.30647,0.83666,0.70685,-4.697990657447613
2014-04-15,37.45636,37.39,0,0.52153,339396,1.50463,1.32467,1.00054,0.89314,0.0
2014-04-16,37.46668,37.48,0,1.49413,583692,0.87526,1.2151,0.90259,0.89447,0.0
2014-04-17,37.58965,37.66,0,0.90281,385482,0.69228,0.87369,1.77064,0.72269,-4.929566514311044
2014-04-21,37.68894,37.64,0,0.55685,169206,0.46531,1.83316,0.72524,0.70629,-5.970158710798013
2014-04-22,36.99739,37.0,0,0.84054,389820,0.65548,1.4085,0.73827,0.47746,0.0
2014-04-23,36.88416,36.91,0,0.7586,298702,0.3114,0.9955,0.64096,0.37859,17.791400634518485
2014-04-24,37.06523,37.05,0,0.62051,172162,0.73565,0.98375,0.74236,0.59717,7.386378530112987
2014-04-25,36.57736,36.6,0,0.51913,248926,0.96705,0.96732,1.3347,0.41798,-3.5294093051133686
2014-04-28,36.66291,36.71,0,0.73549,173935,1.4122,1.30955,0.86876,0.72634,0.0
2014-04-29,36.82232,36.72,0,1.27996,174854,0.5228,1.84688,1.10242,0.78749,-4.938262912568952
2014-04-30,36.26172,36.32,0,0.54791,451473,0.66403,0.99699,1.50144,1.00003,0.0
2014-05-01,36.14483,36.16,0,0.94027,317475,0.56007,2.19083,1.16366,1.16454,6.8965380170034365
2014-05-02,36.2679,36.29,0,0.82667,230915,0.68203,0.93244,0.7923,0.58606,-2.352931444967621
2014-05-05,36.16438,36.14,0,0.83011,293001,0.99434,0.9099,0.96998,0.32525,0.0
2014-05-06,36.17109,36.19,0,0.93949,205293,0.85505,1.2687,0.89371,0.54229,0.0
2014-05-07,36.63625,36.6,1,1.1612,242281,1.01373,0.81799,0.6004,0.71092,-6.2499925364209865
2014-05-08,36.46541,36.49,1,0.52069,162932,1.01406,1.12906,1.57264,0.56721,-1.9108241315519519
2014-05-09,36.37648,36.4,1,1.34615,194063,0.61486,1.1382,1.24629,0.74837,0.0
2014-05-12,36.60468,36.59,1,0.53293,187291,0.90159,0.91799,0.71241,0.674,-4.666671037692448
2014-05-13,37.01065,37.04,0,0.99892,277739,0.32201,0.72985,0.84075,0.47174,0.0
2014-05-14,37.26277,37.18,0,0.52448,323016,0.60153,1.249,0.7098,0.52559,0.0
2014-05-15,37.03858,37.04,0,0.62095,167370,1.37905,1.29353,1.06498,0.75336,-10.29411501957319
2014-05-16,37.20284,37.23,0,0.47005,196901,0.71677,1.63852,0.48444,0.6448,4.225350779623851
2014-05-19,37.39511,37.38,0,0.50829,205602,0.72039,0.77626,0.83012,0.66534,-2.8985428611513093
2014-05-20,37.47491,37.52,0,0.79957,168575,0.89383,1.38051,1.02402,0.56121,0.0
2014-05-21,38.11146,37.98,0,1.13217,570326,0.81884,0.70505,0.77222,0.42907,-11.290313365656464
2014-05-22,37.98986,38.01,0,0.63141,429568,0.57807,1.01041,1.16569,0.72713,-7.826092728631942
2014-05-23,38.21263,38.18,0,0.57622,318227,0.41778,0.92068,0.65595,0.40821,7.258050560045383
2014-05-27,38.12179,38.14,0,0.62926,144779,0.53716,1.68563,0.96814,0.71368,0.0
2014-05-28,37.61214,37.68,0,1.11465,235631,0.37491,1.16771,0.93858,0.61352,3.125009087408196
2014-05-29,37.9264,37.91,0,1.02875,148697,0.53176,0.9076,0.89703,0.32284,2.2900720338445755
2014-05-30,37.60638,37.68,0,0.63694,163877,0.38418,1.25366,1.02943,0.90561,0.0
2014-06-02,37.517,37.53,0,0.50626,388942,0.51429,1.04612,0.95832,0.43215,-3.149606299212598
2014-06-03,37.58592,37.64,0,0.53135,145036,0.32636,1.32268,0.63886,0.53897,8.633092561254854
2014-06-04,37.57785,37.51,0,1.253,213913,0.52026,0.82384,0.78307,0.37738,0.0
2014-06-05,37.51858,37.55,0,1.03862,159581,0.96936,1.42853,1.3321,0.38939,2.797196801510189
2014-06-06,37.58379,37.61,0,0.58495,129384,0.36062,1.16896,0.54922,0.50481,0.0
2014-06-09,38.21389,38.18,1,0.75956,383908,0.42998,1.40724,0.8746,0.23917,0.0
2014-06-10,38.18325,38.28,1,1.01881,220535,0.31885,0.797,1.20529,0.51767,0.0
2014-06-11,38.22243,38.25,1,0.54902,146371,0.47791,1.2194,0.52519,0.52771,-9.160302751791543
2014-06-12,39.01809,39.08,1,1.02329,726241,0.91031,0.82767,3.29493,1.09922,0.0
2014-06-13,39.16134,39.12,0,0.66641,369423,0.49634,1.17428,0.98446,0.49416,3.676476386712435
2014-06-16,39.20733,39.17,0,0.37018,227456,0.52844,0.97256,0.94978,0.56863,-3.8168001353540126
2014-06-17,39.04812,38.99,0,0.92331,270863,0.52214,1.08931,0.91642,0.46264,8.391599249411072
2014-06-18,38.94429,39.01,0,0.87157,280068,0.94278,0.93168,0.79878,0.4345,0.0
2014-06-19,39.11329,39.13,0,1.1679,295095,0.38837,1.21186,0.87732,1.16021,-3.6231986088719608
2014-06-20,39.40028,39.32,0,0.59766,336013,0.24148,0.838,0.50168,0.37787,0.0
2014-06-23,39.15505,39.16,0,0.61287,273329,0.24712,1.57001,1.39553,0.88578,4.166660754748571
2014-06-24,39.10231,39.09,0,0.67229,238909,1.01693,1.18252,1.0585,0.50242,19.10114506586079
2014-06-25,39.27502,39.29,0,1.09443,257505,0.68078,0.83952,0.57013,0.53065,-4.705879533677592
2014-06-26,39.03099,38.97,0,1.02643,251944,0.77661,0.92749,1.69405,0.59474,0.0
2014-06-27,38.9935,38.98,0,0.74397,203422,0.47375,1.28219,0.82718,0.52323,0.0
2014-06-30,38.85522,38.88,0,0.98431,228709,0.30711,3.74003,0.7876,0.95375,-3.0303016123102537
2014-07-01,38.84361,38.86,0,1.41534,296719,0.82551,1.1615,0.71879,0.43879,0.0
2014-07-02,38.52585,38.4,0,1.35417,331962,0.20713,0.93402,1.31356,0.35223,0.0
2014-07-03,38.37038,38.25,0,0.43111,180941,0.48906,0.74175,0.64292,0.3092,-3.773581194478379
2014-07-07,38.17255,38.17,0,0.62877,178553,0.47228,2.29736,1.29434,0.94603,0.0
2014-07-08,38.12388,38.18,0,1.15244,302257,0.86214,0.27514,0.49062,0.18434,4.2168649949656825
2014-07-09,37.7194,37.69,1,0.75617,729759,0.45873,1.47734,0.93299,0.80807,0.0
2014-07-10,37.95667,37.9,1,1.05541,459065,0.86426,1.24523,0.6115,0.2463,8.791212768057967
2014-07-11,37.17821,37.16,1,1.64155,618401,0.45945,2.42907,1.3413,0.96706,5.699463235125035
2014-07-14,37.24248,37.32,1,1.04502,772788,0.50529,1.47716,0.96055,0.46556,-5.4644836805727754
2014-07-15,36.88979,36.88,0,0.96258,553629,0.87063,1.41171,1.42177,0.83101,7.57575902781134
2014-07-16,37.28586,37.31,0,0.85795,523007,0.41735,1.07154,0.74991,0.50319,8.333338506908646
2014-07-17,37.87837,37.83,0,1.13666,809713,1.33853,1.94639,1.31409,0.92244,-3.84615433432491
2014-07-18,37.78502,37.72,0,0.60976,421076,0.96501,1.05191,0.87047,0.71466,-8.900517393798479
2014-07-21,38.1204,38.1,0,1.02362,433604,0.56546,0.75007,0.74134,0.51789,-3.804351002893721
2014-07-22,37.94556,37.95,0,0.55336,185741,0.5339,1.61575,1.33473,0.74839,0.0
2014-07-23,38.2155,38.16,0,0.81237,282181,0.34172,1.38959,0.8138,0.39719,-1.65745121516448
